track_index,track_id,path,eastern_label,eastern_genre,predicted_western_label,predicted_western_genre,cluster_raw_mert,cluster_mlp_pooled,cluster_mlp_penultimate
80,80,datasets/audios/eastern_sliced/carnatic/carnatic_016_003.wav,0,carnatic,4,hiphop,0,0,2
81,81,datasets/audios/eastern_sliced/carnatic/carnatic_016_004.wav,0,carnatic,1,classical,0,0,5
82,82,datasets/audios/eastern_sliced/carnatic/carnatic_017_000.wav,0,carnatic,4,hiphop,0,0,2
83,83,datasets/audios/eastern_sliced/carnatic/carnatic_017_001.wav,0,carnatic,4,hiphop,0,0,2
84,84,datasets/audios/eastern_sliced/carnatic/carnatic_017_002.wav,0,carnatic,5,jazz,0,0,0
85,85,datasets/audios/eastern_sliced/carnatic/carnatic_018_000.wav,0,carnatic,2,country,7,7,1
86,86,datasets/audios/eastern_sliced/carnatic/carnatic_018_001.wav,0,carnatic,1,classical,7,7,0
87,87,datasets/audios/eastern_sliced/carnatic/carnatic_018_002.wav,0,carnatic,5,jazz,7,7,0
88,88,datasets/audios/eastern_sliced/carnatic/carnatic_018_003.wav,0,carnatic,7,pop,7,7,0
89,89,datasets/audios/eastern_sliced/carnatic/carnatic_018_004.wav,0,carnatic,2,country,0,0,1
90,90,datasets/audios/eastern_sliced/carnatic/carnatic_019_000.wav,0,carnatic,4,hiphop,0,0,2
91,91,datasets/audios/eastern_sliced/carnatic/carnatic_019_001.wav,0,carnatic,4,hiphop,0,0,2
92,92,datasets/audios/eastern_sliced/carnatic/carnatic_019_002.wav,0,carnatic,4,hiphop,0,0,2
93,93,datasets/audios/eastern_sliced/carnatic/carnatic_019_003.wav,0,carnatic,4,hiphop,0,0,2
94,94,datasets/audios/eastern_sliced/carnatic/carnatic_020_000.wav,0,carnatic,4,hiphop,0,0,2
95,95,datasets/audios/eastern_sliced/carnatic/carnatic_021_000.wav,0,carnatic,4,hiphop,0,0,4
96,96,datasets/audios/eastern_sliced/carnatic/carnatic_021_001.wav,0,carnatic,4,hiphop,0,0,4
97,97,datasets/audios/eastern_sliced/carnatic/carnatic_021_002.wav,0,carnatic,4,hiphop,0,0,2
98,98,datasets/audios/eastern_sliced/carnatic/carnatic_021_003.wav,0,carnatic,4,hiphop,0,0,2
99,99,datasets/audios/eastern_sliced/carnatic/carnatic_021_004.wav,0,carnatic,1,classical,0,0,0
100,100,datasets/audios/eastern_sliced/carnatic/carnatic_022_000.wav,0,carnatic,7,pop,0,0,0
101,101,datasets/audios/eastern_sliced/carnatic/carnatic_022_001.wav,0,carnatic,4,hiphop,0,0,2
102,102,datasets/audios/eastern_sliced/carnatic/carnatic_022_002.wav,0,carnatic,7,pop,0,0,2
103,103,datasets/audios/eastern_sliced/carnatic/carnatic_022_003.wav,0,carnatic,1,classical,0,0,3
104,104,datasets/audios/eastern_sliced/carnatic/carnatic_022_004.wav,0,carnatic,4,hiphop,0,0,2
105,105,datasets/audios/eastern_sliced/carnatic/carnatic_023_000.wav,0,carnatic,4,hiphop,0,0,4
106,106,datasets/audios/eastern_sliced/carnatic/carnatic_023_001.wav,0,carnatic,4,hiphop,0,0,2
107,107,datasets/audios/eastern_sliced/carnatic/carnatic_023_002.wav,0,carnatic,7,pop,0,0,2
108,108,datasets/audios/eastern_sliced/carnatic/carnatic_023_003.wav,0,carnatic,4,hiphop,0,0,2
109,109,datasets/audios/eastern_sliced/carnatic/carnatic_023_004.wav,0,carnatic,4,hiphop,0,0,4
110,110,datasets/audios/eastern_sliced/carnatic/carnatic_024_000.wav,0,carnatic,5,jazz,0,0,4
111,111,datasets/audios/eastern_sliced/carnatic/carnatic_024_001.wav,0,carnatic,5,jazz,0,0,0
112,112,datasets/audios/eastern_sliced/carnatic/carnatic_024_002.wav,0,carnatic,7,pop,0,0,0
113,113,datasets/audios/eastern_sliced/carnatic/carnatic_024_003.wav,0,carnatic,1,classical,0,0,0
114,114,datasets/audios/eastern_sliced/carnatic/carnatic_024_004.wav,0,carnatic,5,jazz,0,0,0
115,115,datasets/audios/eastern_sliced/carnatic/carnatic_025_000.wav,0,carnatic,1,classical,7,7,0
116,116,datasets/audios/eastern_sliced/carnatic/carnatic_025_001.wav,0,carnatic,2,country,0,0,1
117,117,datasets/audios/eastern_sliced/carnatic/carnatic_025_002.wav,0,carnatic,7,pop,0,0,0
118,118,datasets/audios/eastern_sliced/carnatic/carnatic_025_003.wav,0,carnatic,7,pop,0,0,0
119,119,datasets/audios/eastern_sliced/carnatic/carnatic_025_004.wav,0,carnatic,2,country,0,0,4
120,120,datasets/audios/eastern_sliced/carnatic/carnatic_026_000.wav,0,carnatic,5,jazz,7,7,0
121,121,datasets/audios/eastern_sliced/carnatic/carnatic_026_001.wav,0,carnatic,2,country,3,3,4
122,122,datasets/audios/eastern_sliced/carnatic/carnatic_026_002.wav,0,carnatic,7,pop,7,7,0
123,123,datasets/audios/eastern_sliced/carnatic/carnatic_026_003.wav,0,carnatic,7,pop,3,3,0
124,124,datasets/audios/eastern_sliced/carnatic/carnatic_026_004.wav,0,carnatic,5,jazz,7,7,0
125,125,datasets/audios/eastern_sliced/carnatic/carnatic_027_000.wav,0,carnatic,4,hiphop,0,0,2
126,126,datasets/audios/eastern_sliced/carnatic/carnatic_027_001.wav,0,carnatic,4,hiphop,0,0,2
127,127,datasets/audios/eastern_sliced/carnatic/carnatic_027_002.wav,0,carnatic,4,hiphop,0,0,4
128,128,datasets/audios/eastern_sliced/carnatic/carnatic_027_003.wav,0,carnatic,4,hiphop,0,0,4
129,129,datasets/audios/eastern_sliced/carnatic/carnatic_028_000.wav,0,carnatic,2,country,7,7,4
130,130,datasets/audios/eastern_sliced/carnatic/carnatic_028_001.wav,0,carnatic,1,classical,7,7,5
131,131,datasets/audios/eastern_sliced/carnatic/carnatic_028_002.wav,0,carnatic,1,classical,7,7,5
132,132,datasets/audios/eastern_sliced/carnatic/carnatic_028_003.wav,0,carnatic,4,hiphop,0,0,4
133,133,datasets/audios/eastern_sliced/carnatic/carnatic_028_004.wav,0,carnatic,4,hiphop,0,0,2
134,134,datasets/audios/eastern_sliced/carnatic/carnatic_029_000.wav,0,carnatic,2,country,0,0,1
135,135,datasets/audios/eastern_sliced/carnatic/carnatic_029_001.wav,0,carnatic,2,country,0,0,4
136,136,datasets/audios/eastern_sliced/carnatic/carnatic_029_002.wav,0,carnatic,4,hiphop,0,0,4
137,137,datasets/audios/eastern_sliced/carnatic/carnatic_029_003.wav,0,carnatic,4,hiphop,0,0,4
138,138,datasets/audios/eastern_sliced/carnatic/carnatic_029_004.wav,0,carnatic,4,hiphop,0,0,4
139,139,datasets/audios/eastern_sliced/carnatic/carnatic_030_000.wav,0,carnatic,2,country,3,3,4
140,140,datasets/audios/eastern_sliced/carnatic/carnatic_030_001.wav,0,carnatic,7,pop,7,7,4
141,141,datasets/audios/eastern_sliced/carnatic/carnatic_031_000.wav,0,carnatic,5,jazz,0,0,4
142,142,datasets/audios/eastern_sliced/carnatic/carnatic_031_001.wav,0,carnatic,5,jazz,0,0,0
143,143,datasets/audios/eastern_sliced/carnatic/carnatic_031_002.wav,0,carnatic,5,jazz,0,0,0
144,144,datasets/audios/eastern_sliced/carnatic/carnatic_031_003.wav,0,carnatic,5,jazz,0,0,4
145,145,datasets/audios/eastern_sliced/carnatic/carnatic_031_004.wav,0,carnatic,5,jazz,0,0,0
146,146,datasets/audios/eastern_sliced/carnatic/carnatic_032_000.wav,0,carnatic,7,pop,7,7,0
147,147,datasets/audios/eastern_sliced/carnatic/carnatic_033_000.wav,0,carnatic,5,jazz,0,0,4
148,148,datasets/audios/eastern_sliced/carnatic/carnatic_033_001.wav,0,carnatic,5,jazz,0,0,0
149,149,datasets/audios/eastern_sliced/carnatic/carnatic_033_002.wav,0,carnatic,5,jazz,0,0,0
150,150,datasets/audios/eastern_sliced/carnatic/carnatic_033_003.wav,0,carnatic,5,jazz,0,0,4
151,151,datasets/audios/eastern_sliced/carnatic/carnatic_033_004.wav,0,carnatic,5,jazz,0,0,4
152,152,datasets/audios/eastern_sliced/carnatic/carnatic_034_000.wav,0,carnatic,4,hiphop,0,0,4
153,153,datasets/audios/eastern_sliced/carnatic/carnatic_034_001.wav,0,carnatic,4,hiphop,0,0,4
154,154,datasets/audios/eastern_sliced/carnatic/carnatic_034_002.wav,0,carnatic,4,hiphop,0,0,4
155,155,datasets/audios/eastern_sliced/carnatic/carnatic_034_003.wav,0,carnatic,4,hiphop,0,0,4
156,156,datasets/audios/eastern_sliced/carnatic/carnatic_034_004.wav,0,carnatic,4,hiphop,0,0,4
157,157,datasets/audios/eastern_sliced/carnatic/carnatic_035_000.wav,0,carnatic,7,pop,7,7,4
158,158,datasets/audios/eastern_sliced/carnatic/carnatic_035_001.wav,0,carnatic,5,jazz,3,3,4
159,159,datasets/audios/eastern_sliced/carnatic/carnatic_036_000.wav,0,carnatic,2,country,0,0,4
160,160,datasets/audios/eastern_sliced/carnatic/carnatic_036_001.wav,0,carnatic,1,classical,0,0,3
161,161,datasets/audios/eastern_sliced/carnatic/carnatic_036_002.wav,0,carnatic,5,jazz,0,0,0
162,162,datasets/audios/eastern_sliced/carnatic/carnatic_036_003.wav,0,carnatic,5,jazz,0,0,4
163,163,datasets/audios/eastern_sliced/carnatic/carnatic_036_004.wav,0,carnatic,5,jazz,0,0,4
164,164,datasets/audios/eastern_sliced/carnatic/carnatic_037_000.wav,0,carnatic,4,hiphop,0,0,4
165,165,datasets/audios/eastern_sliced/carnatic/carnatic_037_001.wav,0,carnatic,4,hiphop,0,0,4
166,166,datasets/audios/eastern_sliced/carnatic/carnatic_037_002.wav,0,carnatic,4,hiphop,0,0,4
167,167,datasets/audios/eastern_sliced/carnatic/carnatic_038_000.wav,0,carnatic,4,hiphop,0,0,4
168,168,datasets/audios/eastern_sliced/carnatic/carnatic_039_000.wav,0,carnatic,1,classical,7,7,0
169,169,datasets/audios/eastern_sliced/carnatic/carnatic_039_001.wav,0,carnatic,5,jazz,3,3,4
170,170,datasets/audios/eastern_sliced/carnatic/carnatic_039_002.wav,0,carnatic,4,hiphop,3,3,4
171,171,datasets/audios/eastern_sliced/carnatic/carnatic_039_003.wav,0,carnatic,4,hiphop,3,3,4
172,172,datasets/audios/eastern_sliced/carnatic/carnatic_039_004.wav,0,carnatic,0,blues,3,3,4
173,173,datasets/audios/eastern_sliced/carnatic/carnatic_040_000.wav,0,carnatic,4,hiphop,0,0,4
174,174,datasets/audios/eastern_sliced/carnatic/carnatic_040_001.wav,0,carnatic,4,hiphop,0,0,4
175,175,datasets/audios/eastern_sliced/carnatic/carnatic_040_002.wav,0,carnatic,4,hiphop,0,0,2
176,176,datasets/audios/eastern_sliced/carnatic/carnatic_040_003.wav,0,carnatic,4,hiphop,0,0,4
177,177,datasets/audios/eastern_sliced/carnatic/carnatic_040_004.wav,0,carnatic,4,hiphop,0,0,4
178,178,datasets/audios/eastern_sliced/carnatic/carnatic_041_000.wav,0,carnatic,4,hiphop,0,0,4
179,179,datasets/audios/eastern_sliced/carnatic/carnatic_041_001.wav,0,carnatic,4,hiphop,0,0,4
180,180,datasets/audios/eastern_sliced/carnatic/carnatic_041_002.wav,0,carnatic,4,hiphop,0,0,4
181,181,datasets/audios/eastern_sliced/carnatic/carnatic_041_003.wav,0,carnatic,5,jazz,0,0,4
182,182,datasets/audios/eastern_sliced/carnatic/carnatic_041_004.wav,0,carnatic,7,pop,0,0,0
183,183,datasets/audios/eastern_sliced/carnatic/carnatic_042_000.wav,0,carnatic,4,hiphop,3,3,4
184,184,datasets/audios/eastern_sliced/carnatic/carnatic_042_001.wav,0,carnatic,4,hiphop,3,3,4
185,185,datasets/audios/eastern_sliced/carnatic/carnatic_042_002.wav,0,carnatic,4,hiphop,3,3,4
186,186,datasets/audios/eastern_sliced/carnatic/carnatic_042_003.wav,0,carnatic,4,hiphop,3,3,4
187,187,datasets/audios/eastern_sliced/carnatic/carnatic_042_004.wav,0,carnatic,4,hiphop,3,3,4
188,188,datasets/audios/eastern_sliced/carnatic/carnatic_043_000.wav,0,carnatic,4,hiphop,3,3,4
189,189,datasets/audios/eastern_sliced/carnatic/carnatic_043_001.wav,0,carnatic,4,hiphop,3,3,4
190,190,datasets/audios/eastern_sliced/carnatic/carnatic_043_002.wav,0,carnatic,7,pop,3,3,0
191,191,datasets/audios/eastern_sliced/carnatic/carnatic_043_003.wav,0,carnatic,4,hiphop,3,3,0
192,192,datasets/audios/eastern_sliced/carnatic/carnatic_043_004.wav,0,carnatic,2,country,3,3,4
193,193,datasets/audios/eastern_sliced/carnatic/carnatic_044_000.wav,0,carnatic,4,hiphop,3,3,4
194,194,datasets/audios/eastern_sliced/carnatic/carnatic_044_001.wav,0,carnatic,4,hiphop,3,3,4
195,195,datasets/audios/eastern_sliced/carnatic/carnatic_044_002.wav,0,carnatic,0,blues,3,3,4
196,196,datasets/audios/eastern_sliced/carnatic/carnatic_044_003.wav,0,carnatic,0,blues,3,3,4
197,197,datasets/audios/eastern_sliced/carnatic/carnatic_044_004.wav,0,carnatic,7,pop,3,3,4
198,198,datasets/audios/eastern_sliced/carnatic/carnatic_045_000.wav,0,carnatic,5,jazz,3,3,4
199,199,datasets/audios/eastern_sliced/carnatic/carnatic_045_001.wav,0,carnatic,5,jazz,3,3,4
200,200,datasets/audios/eastern_sliced/carnatic/carnatic_045_002.wav,0,carnatic,5,jazz,3,3,4
201,201,datasets/audios/eastern_sliced/carnatic/carnatic_045_003.wav,0,carnatic,5,jazz,3,3,4
202,202,datasets/audios/eastern_sliced/carnatic/carnatic_045_004.wav,0,carnatic,5,jazz,3,3,4
203,203,datasets/audios/eastern_sliced/carnatic/carnatic_046_000.wav,0,carnatic,2,country,3,3,4
204,204,datasets/audios/eastern_sliced/carnatic/carnatic_046_001.wav,0,carnatic,7,pop,3,3,0
205,205,datasets/audios/eastern_sliced/carnatic/carnatic_046_002.wav,0,carnatic,5,jazz,1,1,0
206,206,datasets/audios/eastern_sliced/carnatic/carnatic_046_003.wav,0,carnatic,0,blues,7,7,4
207,207,datasets/audios/eastern_sliced/carnatic/carnatic_046_004.wav,0,carnatic,5,jazz,3,3,0
208,208,datasets/audios/eastern_sliced/carnatic/carnatic_047_000.wav,0,carnatic,0,blues,3,3,2
209,209,datasets/audios/eastern_sliced/carnatic/carnatic_047_001.wav,0,carnatic,7,pop,3,3,0
210,210,datasets/audios/eastern_sliced/carnatic/carnatic_047_002.wav,0,carnatic,4,hiphop,3,3,4
211,211,datasets/audios/eastern_sliced/carnatic/carnatic_047_003.wav,0,carnatic,4,hiphop,3,3,4
212,212,datasets/audios/eastern_sliced/carnatic/carnatic_047_004.wav,0,carnatic,0,blues,3,3,4
213,213,datasets/audios/eastern_sliced/carnatic/carnatic_048_000.wav,0,carnatic,5,jazz,7,7,0
214,214,datasets/audios/eastern_sliced/carnatic/carnatic_048_001.wav,0,carnatic,1,classical,1,1,0
215,215,datasets/audios/eastern_sliced/carnatic/carnatic_048_002.wav,0,carnatic,9,rock,7,7,3
216,216,datasets/audios/eastern_sliced/carnatic/carnatic_048_003.wav,0,carnatic,0,blues,3,3,0
217,217,datasets/audios/eastern_sliced/carnatic/carnatic_048_004.wav,0,carnatic,5,jazz,3,3,0
218,218,datasets/audios/eastern_sliced/carnatic/carnatic_049_000.wav,0,carnatic,0,blues,3,3,4
219,219,datasets/audios/eastern_sliced/carnatic/carnatic_049_001.wav,0,carnatic,0,blues,7,7,4
220,220,datasets/audios/eastern_sliced/carnatic/carnatic_049_002.wav,0,carnatic,7,pop,3,3,0
221,221,datasets/audios/eastern_sliced/carnatic/carnatic_049_003.wav,0,carnatic,0,blues,3,3,0
222,222,datasets/audios/eastern_sliced/carnatic/carnatic_049_004.wav,0,carnatic,0,blues,3,3,4
223,223,datasets/audios/eastern_sliced/carnatic/carnatic_050_000.wav,0,carnatic,0,blues,3,3,0
224,224,datasets/audios/eastern_sliced/carnatic/carnatic_050_001.wav,0,carnatic,9,rock,7,7,2
225,225,datasets/audios/eastern_sliced/carnatic/carnatic_050_002.wav,0,carnatic,4,hiphop,3,3,4
226,226,datasets/audios/eastern_sliced/carnatic/carnatic_050_003.wav,0,carnatic,0,blues,3,3,4
227,227,datasets/audios/eastern_sliced/carnatic/carnatic_050_004.wav,0,carnatic,4,hiphop,3,3,4
228,228,datasets/audios/eastern_sliced/carnatic/carnatic_051_000.wav,0,carnatic,2,country,3,3,4
229,229,datasets/audios/eastern_sliced/carnatic/carnatic_051_001.wav,0,carnatic,4,hiphop,3,3,4
230,230,datasets/audios/eastern_sliced/carnatic/carnatic_051_002.wav,0,carnatic,4,hiphop,3,3,4
231,231,datasets/audios/eastern_sliced/carnatic/carnatic_051_003.wav,0,carnatic,4,hiphop,3,3,4
232,232,datasets/audios/eastern_sliced/carnatic/carnatic_051_004.wav,0,carnatic,4,hiphop,3,3,4
233,233,datasets/audios/eastern_sliced/carnatic/carnatic_052_000.wav,0,carnatic,4,hiphop,3,3,4
234,234,datasets/audios/eastern_sliced/carnatic/carnatic_052_001.wav,0,carnatic,4,hiphop,3,3,4
235,235,datasets/audios/eastern_sliced/carnatic/carnatic_052_002.wav,0,carnatic,7,pop,3,3,4
236,236,datasets/audios/eastern_sliced/carnatic/carnatic_052_003.wav,0,carnatic,4,hiphop,3,3,4
237,237,datasets/audios/eastern_sliced/carnatic/carnatic_052_004.wav,0,carnatic,4,hiphop,3,3,4
238,238,datasets/audios/eastern_sliced/carnatic/carnatic_053_000.wav,0,carnatic,4,hiphop,3,3,4
239,239,datasets/audios/eastern_sliced/carnatic/carnatic_053_001.wav,0,carnatic,4,hiphop,3,3,4
240,240,datasets/audios/eastern_sliced/carnatic/carnatic_053_002.wav,0,carnatic,4,hiphop,3,3,4
241,241,datasets/audios/eastern_sliced/carnatic/carnatic_053_003.wav,0,carnatic,4,hiphop,3,3,4
242,242,datasets/audios/eastern_sliced/carnatic/carnatic_053_004.wav,0,carnatic,2,country,3,3,4
243,243,datasets/audios/eastern_sliced/carnatic/carnatic_054_000.wav,0,carnatic,2,country,3,3,4
244,244,datasets/audios/eastern_sliced/carnatic/carnatic_054_001.wav,0,carnatic,2,country,3,3,4
245,245,datasets/audios/eastern_sliced/carnatic/carnatic_054_002.wav,0,carnatic,5,jazz,3,3,4
246,246,datasets/audios/eastern_sliced/carnatic/carnatic_054_003.wav,0,carnatic,2,country,3,3,4
247,247,datasets/audios/eastern_sliced/carnatic/carnatic_054_004.wav,0,carnatic,2,country,3,3,1
248,248,datasets/audios/eastern_sliced/carnatic/carnatic_055_000.wav,0,carnatic,4,hiphop,3,3,4
249,249,datasets/audios/eastern_sliced/carnatic/carnatic_055_001.wav,0,carnatic,4,hiphop,3,3,4
250,250,datasets/audios/eastern_sliced/carnatic/carnatic_055_002.wav,0,carnatic,4,hiphop,3,3,4
