feature_index,path,label,label_id,duration_seconds,processed_seconds,skipped_tail_seconds,source_sample_rate,target_sample_rate,num_chunks
14,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00014.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
15,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00015.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
16,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00016.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
17,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00017.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
18,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00018.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
19,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00019.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
20,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00020.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
21,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00021.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
22,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00022.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
23,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00023.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
24,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00024.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
25,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00025.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
26,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00026.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
27,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00027.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
28,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00028.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
29,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00029.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
30,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00030.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
31,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00031.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
32,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00032.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
33,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00033.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
34,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00034.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
35,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00035.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
36,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00036.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
37,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00037.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
38,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00038.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
39,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00039.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
40,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00040.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
41,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00041.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
42,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00042.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
43,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00043.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
44,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00044.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
45,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00045.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
46,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00046.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
47,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00047.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
48,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00048.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
49,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00049.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
50,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00050.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
51,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00051.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
52,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00052.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
53,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00053.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
54,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00054.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
55,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00055.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
56,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00056.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
57,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00057.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
58,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00058.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
59,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00059.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
60,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00060.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
61,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00061.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
62,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00062.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
63,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00063.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
64,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00064.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
65,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00065.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
66,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00066.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
67,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00067.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
68,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00068.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
69,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00069.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
70,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00070.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
71,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00071.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
72,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00072.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
73,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00073.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
74,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00074.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
75,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00075.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
76,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00076.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
77,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00077.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
78,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00078.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
79,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00079.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
80,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00080.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
81,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00081.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
82,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00082.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
83,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00083.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
84,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00084.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
85,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00085.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
86,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00086.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
87,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00087.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
88,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00088.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
89,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00089.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
90,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00090.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
91,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00091.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
92,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00092.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
93,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00093.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
94,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00094.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
95,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00095.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
96,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00096.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
97,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00097.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
98,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00098.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
99,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00099.wav,blues,0,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
100,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00000.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
101,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00001.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
102,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00002.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
103,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00003.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
104,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00004.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
105,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00005.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
106,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00006.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
107,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00007.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
108,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00008.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
109,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00009.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
110,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00010.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
111,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00011.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
112,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00012.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
113,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00013.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
114,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00014.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
115,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00015.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
116,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00016.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
117,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00017.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
118,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00018.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
119,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00019.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
120,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00020.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
121,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00021.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
122,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00022.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
123,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00023.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
124,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00024.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
125,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00025.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
126,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00026.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
127,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00027.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
128,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00028.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
129,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00029.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
130,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00030.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
131,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00031.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
132,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00032.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
133,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00033.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
134,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00034.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
135,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00035.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
136,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00036.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
137,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00037.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
138,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00038.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
139,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00039.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
140,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00040.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
141,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00041.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
142,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00042.wav,classical,1,30.371,30.0,0.371,22050,24000,1
143,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00043.wav,classical,1,30.008,30.0,0.008,22050,24000,1
144,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00044.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
145,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00045.wav,classical,1,30.171458333333334,30.0,0.17145833333333332,22050,24000,1
146,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00046.wav,classical,1,30.011791666666667,30.0,0.011791666666666667,22050,24000,1
147,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00047.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
148,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00048.wav,classical,1,30.091625,30.0,0.091625,22050,24000,1
149,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00049.wav,classical,1,29.995833333333334,29.995833333333334,0.0,22050,24000,1
150,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00050.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
151,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00051.wav,classical,1,29.992958333333334,29.992958333333334,0.0,22050,24000,1
152,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00052.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
153,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00053.wav,classical,1,30.390958333333334,30.0,0.39095833333333335,22050,24000,1
154,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00054.wav,classical,1,30.489,30.0,0.489,22050,24000,1
155,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00055.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
156,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00056.wav,classical,1,30.071666666666665,30.0,0.07166666666666667,22050,24000,1
157,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00057.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
158,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00058.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
159,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00059.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
160,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00060.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
161,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00061.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
162,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00062.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
163,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00063.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
164,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00064.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
165,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00065.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
166,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00066.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
167,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00067.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
168,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00068.wav,classical,1,30.013333333333332,30.0,0.013333333333333334,22050,24000,1
