feature_index,track_id,segment_index,path,label,label_id,duration_seconds,processed_seconds,skipped_tail_seconds,source_sample_rate,target_sample_rate,num_chunks
15,15,0,datasets/audios/eastern_sliced/carnatic/carnatic_003_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
16,16,0,datasets/audios/eastern_sliced/carnatic/carnatic_003_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
17,17,0,datasets/audios/eastern_sliced/carnatic/carnatic_003_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
18,18,0,datasets/audios/eastern_sliced/carnatic/carnatic_003_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
19,19,0,datasets/audios/eastern_sliced/carnatic/carnatic_003_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
20,20,0,datasets/audios/eastern_sliced/carnatic/carnatic_004_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
21,21,0,datasets/audios/eastern_sliced/carnatic/carnatic_004_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
22,22,0,datasets/audios/eastern_sliced/carnatic/carnatic_004_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
23,23,0,datasets/audios/eastern_sliced/carnatic/carnatic_004_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
24,24,0,datasets/audios/eastern_sliced/carnatic/carnatic_004_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
25,25,0,datasets/audios/eastern_sliced/carnatic/carnatic_005_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
26,26,0,datasets/audios/eastern_sliced/carnatic/carnatic_005_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
27,27,0,datasets/audios/eastern_sliced/carnatic/carnatic_005_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
28,28,0,datasets/audios/eastern_sliced/carnatic/carnatic_005_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
29,29,0,datasets/audios/eastern_sliced/carnatic/carnatic_005_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
30,30,0,datasets/audios/eastern_sliced/carnatic/carnatic_006_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
31,31,0,datasets/audios/eastern_sliced/carnatic/carnatic_006_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
32,32,0,datasets/audios/eastern_sliced/carnatic/carnatic_006_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
33,33,0,datasets/audios/eastern_sliced/carnatic/carnatic_006_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
34,34,0,datasets/audios/eastern_sliced/carnatic/carnatic_006_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
35,35,0,datasets/audios/eastern_sliced/carnatic/carnatic_007_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
36,36,0,datasets/audios/eastern_sliced/carnatic/carnatic_007_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
37,37,0,datasets/audios/eastern_sliced/carnatic/carnatic_007_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
38,38,0,datasets/audios/eastern_sliced/carnatic/carnatic_007_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
39,39,0,datasets/audios/eastern_sliced/carnatic/carnatic_007_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
40,40,0,datasets/audios/eastern_sliced/carnatic/carnatic_008_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
41,41,0,datasets/audios/eastern_sliced/carnatic/carnatic_008_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
42,42,0,datasets/audios/eastern_sliced/carnatic/carnatic_009_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
43,43,0,datasets/audios/eastern_sliced/carnatic/carnatic_009_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
44,44,0,datasets/audios/eastern_sliced/carnatic/carnatic_009_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
45,45,0,datasets/audios/eastern_sliced/carnatic/carnatic_009_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
46,46,0,datasets/audios/eastern_sliced/carnatic/carnatic_009_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
47,47,0,datasets/audios/eastern_sliced/carnatic/carnatic_010_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
48,48,0,datasets/audios/eastern_sliced/carnatic/carnatic_010_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
49,49,0,datasets/audios/eastern_sliced/carnatic/carnatic_010_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
50,50,0,datasets/audios/eastern_sliced/carnatic/carnatic_010_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
51,51,0,datasets/audios/eastern_sliced/carnatic/carnatic_010_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
52,52,0,datasets/audios/eastern_sliced/carnatic/carnatic_011_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
53,53,0,datasets/audios/eastern_sliced/carnatic/carnatic_011_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
54,54,0,datasets/audios/eastern_sliced/carnatic/carnatic_011_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
55,55,0,datasets/audios/eastern_sliced/carnatic/carnatic_011_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
56,56,0,datasets/audios/eastern_sliced/carnatic/carnatic_011_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
57,57,0,datasets/audios/eastern_sliced/carnatic/carnatic_012_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
58,58,0,datasets/audios/eastern_sliced/carnatic/carnatic_012_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
59,59,0,datasets/audios/eastern_sliced/carnatic/carnatic_012_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
60,60,0,datasets/audios/eastern_sliced/carnatic/carnatic_012_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
61,61,0,datasets/audios/eastern_sliced/carnatic/carnatic_012_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
62,62,0,datasets/audios/eastern_sliced/carnatic/carnatic_013_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
63,63,0,datasets/audios/eastern_sliced/carnatic/carnatic_013_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
64,64,0,datasets/audios/eastern_sliced/carnatic/carnatic_013_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
65,65,0,datasets/audios/eastern_sliced/carnatic/carnatic_013_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
66,66,0,datasets/audios/eastern_sliced/carnatic/carnatic_013_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
67,67,0,datasets/audios/eastern_sliced/carnatic/carnatic_014_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
68,68,0,datasets/audios/eastern_sliced/carnatic/carnatic_014_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
69,69,0,datasets/audios/eastern_sliced/carnatic/carnatic_014_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
70,70,0,datasets/audios/eastern_sliced/carnatic/carnatic_014_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
71,71,0,datasets/audios/eastern_sliced/carnatic/carnatic_014_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
72,72,0,datasets/audios/eastern_sliced/carnatic/carnatic_015_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
73,73,0,datasets/audios/eastern_sliced/carnatic/carnatic_015_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
74,74,0,datasets/audios/eastern_sliced/carnatic/carnatic_015_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
75,75,0,datasets/audios/eastern_sliced/carnatic/carnatic_015_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
76,76,0,datasets/audios/eastern_sliced/carnatic/carnatic_015_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
77,77,0,datasets/audios/eastern_sliced/carnatic/carnatic_016_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
78,78,0,datasets/audios/eastern_sliced/carnatic/carnatic_016_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
79,79,0,datasets/audios/eastern_sliced/carnatic/carnatic_016_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
80,80,0,datasets/audios/eastern_sliced/carnatic/carnatic_016_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
81,81,0,datasets/audios/eastern_sliced/carnatic/carnatic_016_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
82,82,0,datasets/audios/eastern_sliced/carnatic/carnatic_017_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
83,83,0,datasets/audios/eastern_sliced/carnatic/carnatic_017_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
84,84,0,datasets/audios/eastern_sliced/carnatic/carnatic_017_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
85,85,0,datasets/audios/eastern_sliced/carnatic/carnatic_018_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
86,86,0,datasets/audios/eastern_sliced/carnatic/carnatic_018_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
87,87,0,datasets/audios/eastern_sliced/carnatic/carnatic_018_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
88,88,0,datasets/audios/eastern_sliced/carnatic/carnatic_018_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
89,89,0,datasets/audios/eastern_sliced/carnatic/carnatic_018_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
90,90,0,datasets/audios/eastern_sliced/carnatic/carnatic_019_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
91,91,0,datasets/audios/eastern_sliced/carnatic/carnatic_019_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
92,92,0,datasets/audios/eastern_sliced/carnatic/carnatic_019_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
93,93,0,datasets/audios/eastern_sliced/carnatic/carnatic_019_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
94,94,0,datasets/audios/eastern_sliced/carnatic/carnatic_020_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
95,95,0,datasets/audios/eastern_sliced/carnatic/carnatic_021_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
96,96,0,datasets/audios/eastern_sliced/carnatic/carnatic_021_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
97,97,0,datasets/audios/eastern_sliced/carnatic/carnatic_021_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
98,98,0,datasets/audios/eastern_sliced/carnatic/carnatic_021_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
99,99,0,datasets/audios/eastern_sliced/carnatic/carnatic_021_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
100,100,0,datasets/audios/eastern_sliced/carnatic/carnatic_022_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
101,101,0,datasets/audios/eastern_sliced/carnatic/carnatic_022_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
102,102,0,datasets/audios/eastern_sliced/carnatic/carnatic_022_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
103,103,0,datasets/audios/eastern_sliced/carnatic/carnatic_022_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
104,104,0,datasets/audios/eastern_sliced/carnatic/carnatic_022_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
105,105,0,datasets/audios/eastern_sliced/carnatic/carnatic_023_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
106,106,0,datasets/audios/eastern_sliced/carnatic/carnatic_023_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
107,107,0,datasets/audios/eastern_sliced/carnatic/carnatic_023_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
108,108,0,datasets/audios/eastern_sliced/carnatic/carnatic_023_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
109,109,0,datasets/audios/eastern_sliced/carnatic/carnatic_023_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
110,110,0,datasets/audios/eastern_sliced/carnatic/carnatic_024_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
111,111,0,datasets/audios/eastern_sliced/carnatic/carnatic_024_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
112,112,0,datasets/audios/eastern_sliced/carnatic/carnatic_024_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
113,113,0,datasets/audios/eastern_sliced/carnatic/carnatic_024_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
114,114,0,datasets/audios/eastern_sliced/carnatic/carnatic_024_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
115,115,0,datasets/audios/eastern_sliced/carnatic/carnatic_025_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
116,116,0,datasets/audios/eastern_sliced/carnatic/carnatic_025_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
117,117,0,datasets/audios/eastern_sliced/carnatic/carnatic_025_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
118,118,0,datasets/audios/eastern_sliced/carnatic/carnatic_025_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
119,119,0,datasets/audios/eastern_sliced/carnatic/carnatic_025_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
120,120,0,datasets/audios/eastern_sliced/carnatic/carnatic_026_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
121,121,0,datasets/audios/eastern_sliced/carnatic/carnatic_026_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
122,122,0,datasets/audios/eastern_sliced/carnatic/carnatic_026_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
123,123,0,datasets/audios/eastern_sliced/carnatic/carnatic_026_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
124,124,0,datasets/audios/eastern_sliced/carnatic/carnatic_026_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
125,125,0,datasets/audios/eastern_sliced/carnatic/carnatic_027_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
126,126,0,datasets/audios/eastern_sliced/carnatic/carnatic_027_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
127,127,0,datasets/audios/eastern_sliced/carnatic/carnatic_027_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
128,128,0,datasets/audios/eastern_sliced/carnatic/carnatic_027_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
129,129,0,datasets/audios/eastern_sliced/carnatic/carnatic_028_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
130,130,0,datasets/audios/eastern_sliced/carnatic/carnatic_028_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
131,131,0,datasets/audios/eastern_sliced/carnatic/carnatic_028_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
132,132,0,datasets/audios/eastern_sliced/carnatic/carnatic_028_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
133,133,0,datasets/audios/eastern_sliced/carnatic/carnatic_028_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
134,134,0,datasets/audios/eastern_sliced/carnatic/carnatic_029_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
135,135,0,datasets/audios/eastern_sliced/carnatic/carnatic_029_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
136,136,0,datasets/audios/eastern_sliced/carnatic/carnatic_029_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
137,137,0,datasets/audios/eastern_sliced/carnatic/carnatic_029_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
138,138,0,datasets/audios/eastern_sliced/carnatic/carnatic_029_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
139,139,0,datasets/audios/eastern_sliced/carnatic/carnatic_030_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
140,140,0,datasets/audios/eastern_sliced/carnatic/carnatic_030_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
141,141,0,datasets/audios/eastern_sliced/carnatic/carnatic_031_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
142,142,0,datasets/audios/eastern_sliced/carnatic/carnatic_031_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
143,143,0,datasets/audios/eastern_sliced/carnatic/carnatic_031_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
144,144,0,datasets/audios/eastern_sliced/carnatic/carnatic_031_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
145,145,0,datasets/audios/eastern_sliced/carnatic/carnatic_031_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
146,146,0,datasets/audios/eastern_sliced/carnatic/carnatic_032_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
147,147,0,datasets/audios/eastern_sliced/carnatic/carnatic_033_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
148,148,0,datasets/audios/eastern_sliced/carnatic/carnatic_033_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
149,149,0,datasets/audios/eastern_sliced/carnatic/carnatic_033_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
150,150,0,datasets/audios/eastern_sliced/carnatic/carnatic_033_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
151,151,0,datasets/audios/eastern_sliced/carnatic/carnatic_033_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
152,152,0,datasets/audios/eastern_sliced/carnatic/carnatic_034_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
153,153,0,datasets/audios/eastern_sliced/carnatic/carnatic_034_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
154,154,0,datasets/audios/eastern_sliced/carnatic/carnatic_034_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
155,155,0,datasets/audios/eastern_sliced/carnatic/carnatic_034_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
156,156,0,datasets/audios/eastern_sliced/carnatic/carnatic_034_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
157,157,0,datasets/audios/eastern_sliced/carnatic/carnatic_035_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
158,158,0,datasets/audios/eastern_sliced/carnatic/carnatic_035_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
159,159,0,datasets/audios/eastern_sliced/carnatic/carnatic_036_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
160,160,0,datasets/audios/eastern_sliced/carnatic/carnatic_036_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
161,161,0,datasets/audios/eastern_sliced/carnatic/carnatic_036_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
162,162,0,datasets/audios/eastern_sliced/carnatic/carnatic_036_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
163,163,0,datasets/audios/eastern_sliced/carnatic/carnatic_036_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
164,164,0,datasets/audios/eastern_sliced/carnatic/carnatic_037_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
165,165,0,datasets/audios/eastern_sliced/carnatic/carnatic_037_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
166,166,0,datasets/audios/eastern_sliced/carnatic/carnatic_037_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
167,167,0,datasets/audios/eastern_sliced/carnatic/carnatic_038_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
168,168,0,datasets/audios/eastern_sliced/carnatic/carnatic_039_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
169,169,0,datasets/audios/eastern_sliced/carnatic/carnatic_039_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
170,170,0,datasets/audios/eastern_sliced/carnatic/carnatic_039_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
171,171,0,datasets/audios/eastern_sliced/carnatic/carnatic_039_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
172,172,0,datasets/audios/eastern_sliced/carnatic/carnatic_039_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
173,173,0,datasets/audios/eastern_sliced/carnatic/carnatic_040_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
174,174,0,datasets/audios/eastern_sliced/carnatic/carnatic_040_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
175,175,0,datasets/audios/eastern_sliced/carnatic/carnatic_040_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
176,176,0,datasets/audios/eastern_sliced/carnatic/carnatic_040_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
177,177,0,datasets/audios/eastern_sliced/carnatic/carnatic_040_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
178,178,0,datasets/audios/eastern_sliced/carnatic/carnatic_041_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
179,179,0,datasets/audios/eastern_sliced/carnatic/carnatic_041_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
180,180,0,datasets/audios/eastern_sliced/carnatic/carnatic_041_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
181,181,0,datasets/audios/eastern_sliced/carnatic/carnatic_041_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
182,182,0,datasets/audios/eastern_sliced/carnatic/carnatic_041_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
183,183,0,datasets/audios/eastern_sliced/carnatic/carnatic_042_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
184,184,0,datasets/audios/eastern_sliced/carnatic/carnatic_042_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
185,185,0,datasets/audios/eastern_sliced/carnatic/carnatic_042_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
186,186,0,datasets/audios/eastern_sliced/carnatic/carnatic_042_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
187,187,0,datasets/audios/eastern_sliced/carnatic/carnatic_042_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
188,188,0,datasets/audios/eastern_sliced/carnatic/carnatic_043_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
189,189,0,datasets/audios/eastern_sliced/carnatic/carnatic_043_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
190,190,0,datasets/audios/eastern_sliced/carnatic/carnatic_043_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
191,191,0,datasets/audios/eastern_sliced/carnatic/carnatic_043_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
192,192,0,datasets/audios/eastern_sliced/carnatic/carnatic_043_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
193,193,0,datasets/audios/eastern_sliced/carnatic/carnatic_044_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
194,194,0,datasets/audios/eastern_sliced/carnatic/carnatic_044_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
195,195,0,datasets/audios/eastern_sliced/carnatic/carnatic_044_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
196,196,0,datasets/audios/eastern_sliced/carnatic/carnatic_044_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
197,197,0,datasets/audios/eastern_sliced/carnatic/carnatic_044_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
198,198,0,datasets/audios/eastern_sliced/carnatic/carnatic_045_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
199,199,0,datasets/audios/eastern_sliced/carnatic/carnatic_045_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
200,200,0,datasets/audios/eastern_sliced/carnatic/carnatic_045_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
201,201,0,datasets/audios/eastern_sliced/carnatic/carnatic_045_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
202,202,0,datasets/audios/eastern_sliced/carnatic/carnatic_045_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
203,203,0,datasets/audios/eastern_sliced/carnatic/carnatic_046_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
204,204,0,datasets/audios/eastern_sliced/carnatic/carnatic_046_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
205,205,0,datasets/audios/eastern_sliced/carnatic/carnatic_046_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
206,206,0,datasets/audios/eastern_sliced/carnatic/carnatic_046_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
207,207,0,datasets/audios/eastern_sliced/carnatic/carnatic_046_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
208,208,0,datasets/audios/eastern_sliced/carnatic/carnatic_047_000.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
209,209,0,datasets/audios/eastern_sliced/carnatic/carnatic_047_001.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
210,210,0,datasets/audios/eastern_sliced/carnatic/carnatic_047_002.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
211,211,0,datasets/audios/eastern_sliced/carnatic/carnatic_047_003.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
212,212,0,datasets/audios/eastern_sliced/carnatic/carnatic_047_004.wav,carnatic,0,30.0,30.0,0.0,22050,24000,1
