feature_index,path,label,class_name,original_label,track_id,segment_index,region
16,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00016.wav,0,blues,0,16,0,western
17,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00017.wav,0,blues,0,17,0,western
18,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00018.wav,0,blues,0,18,0,western
19,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00019.wav,0,blues,0,19,0,western
20,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00020.wav,0,blues,0,20,0,western
21,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00021.wav,0,blues,0,21,0,western
22,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00022.wav,0,blues,0,22,0,western
23,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00023.wav,0,blues,0,23,0,western
24,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00024.wav,0,blues,0,24,0,western
25,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00025.wav,0,blues,0,25,0,western
26,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00026.wav,0,blues,0,26,0,western
27,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00027.wav,0,blues,0,27,0,western
28,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00028.wav,0,blues,0,28,0,western
29,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00029.wav,0,blues,0,29,0,western
30,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00030.wav,0,blues,0,30,0,western
31,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00031.wav,0,blues,0,31,0,western
32,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00032.wav,0,blues,0,32,0,western
33,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00033.wav,0,blues,0,33,0,western
34,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00034.wav,0,blues,0,34,0,western
35,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00035.wav,0,blues,0,35,0,western
36,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00036.wav,0,blues,0,36,0,western
37,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00037.wav,0,blues,0,37,0,western
38,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00038.wav,0,blues,0,38,0,western
39,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00039.wav,0,blues,0,39,0,western
40,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00040.wav,0,blues,0,40,0,western
41,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00041.wav,0,blues,0,41,0,western
42,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00042.wav,0,blues,0,42,0,western
43,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00043.wav,0,blues,0,43,0,western
44,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00044.wav,0,blues,0,44,0,western
45,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00045.wav,0,blues,0,45,0,western
46,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00046.wav,0,blues,0,46,0,western
47,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00047.wav,0,blues,0,47,0,western
48,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00048.wav,0,blues,0,48,0,western
49,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00049.wav,0,blues,0,49,0,western
50,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00050.wav,0,blues,0,50,0,western
51,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00051.wav,0,blues,0,51,0,western
52,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00052.wav,0,blues,0,52,0,western
53,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00053.wav,0,blues,0,53,0,western
54,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00054.wav,0,blues,0,54,0,western
55,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00055.wav,0,blues,0,55,0,western
56,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00056.wav,0,blues,0,56,0,western
57,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00057.wav,0,blues,0,57,0,western
58,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00058.wav,0,blues,0,58,0,western
59,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00059.wav,0,blues,0,59,0,western
60,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00060.wav,0,blues,0,60,0,western
61,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00061.wav,0,blues,0,61,0,western
62,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00062.wav,0,blues,0,62,0,western
63,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00063.wav,0,blues,0,63,0,western
64,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00064.wav,0,blues,0,64,0,western
65,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00065.wav,0,blues,0,65,0,western
66,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00066.wav,0,blues,0,66,0,western
67,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00067.wav,0,blues,0,67,0,western
68,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00068.wav,0,blues,0,68,0,western
69,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00069.wav,0,blues,0,69,0,western
70,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00070.wav,0,blues,0,70,0,western
71,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00071.wav,0,blues,0,71,0,western
72,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00072.wav,0,blues,0,72,0,western
73,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00073.wav,0,blues,0,73,0,western
74,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00074.wav,0,blues,0,74,0,western
75,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00075.wav,0,blues,0,75,0,western
76,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00076.wav,0,blues,0,76,0,western
77,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00077.wav,0,blues,0,77,0,western
78,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00078.wav,0,blues,0,78,0,western
79,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00079.wav,0,blues,0,79,0,western
80,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00080.wav,0,blues,0,80,0,western
81,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00081.wav,0,blues,0,81,0,western
82,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00082.wav,0,blues,0,82,0,western
83,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00083.wav,0,blues,0,83,0,western
84,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00084.wav,0,blues,0,84,0,western
85,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00085.wav,0,blues,0,85,0,western
86,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00086.wav,0,blues,0,86,0,western
87,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00087.wav,0,blues,0,87,0,western
88,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00088.wav,0,blues,0,88,0,western
89,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00089.wav,0,blues,0,89,0,western
90,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00090.wav,0,blues,0,90,0,western
91,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00091.wav,0,blues,0,91,0,western
92,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00092.wav,0,blues,0,92,0,western
93,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00093.wav,0,blues,0,93,0,western
94,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00094.wav,0,blues,0,94,0,western
95,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00095.wav,0,blues,0,95,0,western
96,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00096.wav,0,blues,0,96,0,western
97,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00097.wav,0,blues,0,97,0,western
98,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00098.wav,0,blues,0,98,0,western
99,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/blues/blues.00099.wav,0,blues,0,99,0,western
100,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00000.wav,1,classical,1,100,0,western
101,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00001.wav,1,classical,1,101,0,western
102,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00002.wav,1,classical,1,102,0,western
103,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00003.wav,1,classical,1,103,0,western
104,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00004.wav,1,classical,1,104,0,western
105,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00005.wav,1,classical,1,105,0,western
106,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00006.wav,1,classical,1,106,0,western
107,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00007.wav,1,classical,1,107,0,western
108,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00008.wav,1,classical,1,108,0,western
109,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00009.wav,1,classical,1,109,0,western
110,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00010.wav,1,classical,1,110,0,western
111,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00011.wav,1,classical,1,111,0,western
112,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00012.wav,1,classical,1,112,0,western
113,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00013.wav,1,classical,1,113,0,western
114,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00014.wav,1,classical,1,114,0,western
115,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00015.wav,1,classical,1,115,0,western
116,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00016.wav,1,classical,1,116,0,western
117,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00017.wav,1,classical,1,117,0,western
118,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00018.wav,1,classical,1,118,0,western
119,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00019.wav,1,classical,1,119,0,western
120,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00020.wav,1,classical,1,120,0,western
121,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00021.wav,1,classical,1,121,0,western
122,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00022.wav,1,classical,1,122,0,western
123,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00023.wav,1,classical,1,123,0,western
124,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00024.wav,1,classical,1,124,0,western
125,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00025.wav,1,classical,1,125,0,western
126,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00026.wav,1,classical,1,126,0,western
127,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00027.wav,1,classical,1,127,0,western
128,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00028.wav,1,classical,1,128,0,western
129,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00029.wav,1,classical,1,129,0,western
130,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00030.wav,1,classical,1,130,0,western
131,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00031.wav,1,classical,1,131,0,western
132,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00032.wav,1,classical,1,132,0,western
133,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00033.wav,1,classical,1,133,0,western
134,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00034.wav,1,classical,1,134,0,western
135,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00035.wav,1,classical,1,135,0,western
136,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00036.wav,1,classical,1,136,0,western
137,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00037.wav,1,classical,1,137,0,western
138,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00038.wav,1,classical,1,138,0,western
139,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00039.wav,1,classical,1,139,0,western
140,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00040.wav,1,classical,1,140,0,western
141,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00041.wav,1,classical,1,141,0,western
142,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00042.wav,1,classical,1,142,0,western
143,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00043.wav,1,classical,1,143,0,western
144,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00044.wav,1,classical,1,144,0,western
145,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00045.wav,1,classical,1,145,0,western
146,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00046.wav,1,classical,1,146,0,western
147,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00047.wav,1,classical,1,147,0,western
148,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00048.wav,1,classical,1,148,0,western
149,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00049.wav,1,classical,1,149,0,western
150,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00050.wav,1,classical,1,150,0,western
151,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00051.wav,1,classical,1,151,0,western
152,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00052.wav,1,classical,1,152,0,western
153,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00053.wav,1,classical,1,153,0,western
154,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00054.wav,1,classical,1,154,0,western
155,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00055.wav,1,classical,1,155,0,western
156,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00056.wav,1,classical,1,156,0,western
157,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00057.wav,1,classical,1,157,0,western
158,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00058.wav,1,classical,1,158,0,western
159,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00059.wav,1,classical,1,159,0,western
160,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00060.wav,1,classical,1,160,0,western
161,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00061.wav,1,classical,1,161,0,western
162,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00062.wav,1,classical,1,162,0,western
163,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00063.wav,1,classical,1,163,0,western
164,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00064.wav,1,classical,1,164,0,western
165,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00065.wav,1,classical,1,165,0,western
166,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00066.wav,1,classical,1,166,0,western
167,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00067.wav,1,classical,1,167,0,western
168,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00068.wav,1,classical,1,168,0,western
169,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00069.wav,1,classical,1,169,0,western
170,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00070.wav,1,classical,1,170,0,western
171,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00071.wav,1,classical,1,171,0,western
172,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00072.wav,1,classical,1,172,0,western
173,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00073.wav,1,classical,1,173,0,western
174,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00074.wav,1,classical,1,174,0,western
175,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00075.wav,1,classical,1,175,0,western
176,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00076.wav,1,classical,1,176,0,western
177,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00077.wav,1,classical,1,177,0,western
178,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00078.wav,1,classical,1,178,0,western
179,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00079.wav,1,classical,1,179,0,western
180,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00080.wav,1,classical,1,180,0,western
181,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00081.wav,1,classical,1,181,0,western
182,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00082.wav,1,classical,1,182,0,western
183,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00083.wav,1,classical,1,183,0,western
184,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00084.wav,1,classical,1,184,0,western
185,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00085.wav,1,classical,1,185,0,western
186,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00086.wav,1,classical,1,186,0,western
187,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00087.wav,1,classical,1,187,0,western
188,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00088.wav,1,classical,1,188,0,western
189,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00089.wav,1,classical,1,189,0,western
190,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00090.wav,1,classical,1,190,0,western
191,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00091.wav,1,classical,1,191,0,western
192,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00092.wav,1,classical,1,192,0,western
193,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00093.wav,1,classical,1,193,0,western
194,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00094.wav,1,classical,1,194,0,western
195,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00095.wav,1,classical,1,195,0,western
196,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00096.wav,1,classical,1,196,0,western
197,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00097.wav,1,classical,1,197,0,western
198,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00098.wav,1,classical,1,198,0,western
199,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/classical/classical.00099.wav,1,classical,1,199,0,western
200,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00000.wav,2,country,2,200,0,western
201,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00001.wav,2,country,2,201,0,western
202,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00002.wav,2,country,2,202,0,western
203,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00003.wav,2,country,2,203,0,western
204,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00004.wav,2,country,2,204,0,western
205,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00005.wav,2,country,2,205,0,western
206,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00006.wav,2,country,2,206,0,western
207,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00007.wav,2,country,2,207,0,western
208,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00008.wav,2,country,2,208,0,western
209,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00009.wav,2,country,2,209,0,western
210,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00010.wav,2,country,2,210,0,western
211,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00011.wav,2,country,2,211,0,western
212,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00012.wav,2,country,2,212,0,western
213,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00013.wav,2,country,2,213,0,western
214,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00014.wav,2,country,2,214,0,western
215,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00015.wav,2,country,2,215,0,western
216,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00016.wav,2,country,2,216,0,western
217,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00017.wav,2,country,2,217,0,western
218,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00018.wav,2,country,2,218,0,western
219,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00019.wav,2,country,2,219,0,western
220,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00020.wav,2,country,2,220,0,western
221,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00021.wav,2,country,2,221,0,western
222,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00022.wav,2,country,2,222,0,western
223,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00023.wav,2,country,2,223,0,western
224,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00024.wav,2,country,2,224,0,western
225,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00025.wav,2,country,2,225,0,western
226,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00026.wav,2,country,2,226,0,western
227,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00027.wav,2,country,2,227,0,western
228,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00028.wav,2,country,2,228,0,western
229,/home/dt2119/dt2119/music_classification/datasets/audios/western_data/genres_original/country/country.00029.wav,2,country,2,229,0,western
