track_index,track_id,path,eastern_label,eastern_genre,predicted_western_label,predicted_western_genre,cluster_raw_mert,cluster_mlp_pooled,cluster_mlp_penultimate
43,43,datasets/audios/eastern_sliced/carnatic/carnatic_009_001.wav,0,carnatic,4,hiphop,0,0,6
44,44,datasets/audios/eastern_sliced/carnatic/carnatic_009_002.wav,0,carnatic,4,hiphop,0,0,6
45,45,datasets/audios/eastern_sliced/carnatic/carnatic_009_003.wav,0,carnatic,4,hiphop,0,0,6
46,46,datasets/audios/eastern_sliced/carnatic/carnatic_009_004.wav,0,carnatic,4,hiphop,0,0,6
47,47,datasets/audios/eastern_sliced/carnatic/carnatic_010_000.wav,0,carnatic,7,pop,0,0,2
48,48,datasets/audios/eastern_sliced/carnatic/carnatic_010_001.wav,0,carnatic,7,pop,0,0,2
49,49,datasets/audios/eastern_sliced/carnatic/carnatic_010_002.wav,0,carnatic,4,hiphop,0,0,6
50,50,datasets/audios/eastern_sliced/carnatic/carnatic_010_003.wav,0,carnatic,7,pop,0,0,6
51,51,datasets/audios/eastern_sliced/carnatic/carnatic_010_004.wav,0,carnatic,4,hiphop,0,0,6
52,52,datasets/audios/eastern_sliced/carnatic/carnatic_011_000.wav,0,carnatic,1,classical,7,7,3
53,53,datasets/audios/eastern_sliced/carnatic/carnatic_011_001.wav,0,carnatic,1,classical,6,6,0
54,54,datasets/audios/eastern_sliced/carnatic/carnatic_011_002.wav,0,carnatic,9,rock,0,0,3
55,55,datasets/audios/eastern_sliced/carnatic/carnatic_011_003.wav,0,carnatic,4,hiphop,0,0,6
56,56,datasets/audios/eastern_sliced/carnatic/carnatic_011_004.wav,0,carnatic,1,classical,0,0,3
57,57,datasets/audios/eastern_sliced/carnatic/carnatic_012_000.wav,0,carnatic,9,rock,0,0,2
58,58,datasets/audios/eastern_sliced/carnatic/carnatic_012_001.wav,0,carnatic,2,country,0,0,2
59,59,datasets/audios/eastern_sliced/carnatic/carnatic_012_002.wav,0,carnatic,1,classical,0,0,0
60,60,datasets/audios/eastern_sliced/carnatic/carnatic_012_003.wav,0,carnatic,1,classical,4,4,0
61,61,datasets/audios/eastern_sliced/carnatic/carnatic_012_004.wav,0,carnatic,9,rock,0,0,3
62,62,datasets/audios/eastern_sliced/carnatic/carnatic_013_000.wav,0,carnatic,2,country,0,0,1
63,63,datasets/audios/eastern_sliced/carnatic/carnatic_013_001.wav,0,carnatic,4,hiphop,0,0,6
64,64,datasets/audios/eastern_sliced/carnatic/carnatic_013_002.wav,0,carnatic,7,pop,0,0,2
65,65,datasets/audios/eastern_sliced/carnatic/carnatic_013_003.wav,0,carnatic,9,rock,0,0,3
66,66,datasets/audios/eastern_sliced/carnatic/carnatic_013_004.wav,0,carnatic,4,hiphop,0,0,6
67,67,datasets/audios/eastern_sliced/carnatic/carnatic_014_000.wav,0,carnatic,1,classical,6,6,0
68,68,datasets/audios/eastern_sliced/carnatic/carnatic_014_001.wav,0,carnatic,1,classical,6,6,0
69,69,datasets/audios/eastern_sliced/carnatic/carnatic_014_002.wav,0,carnatic,1,classical,0,0,2
70,70,datasets/audios/eastern_sliced/carnatic/carnatic_014_003.wav,0,carnatic,1,classical,0,0,2
71,71,datasets/audios/eastern_sliced/carnatic/carnatic_014_004.wav,0,carnatic,9,rock,0,0,4
72,72,datasets/audios/eastern_sliced/carnatic/carnatic_015_000.wav,0,carnatic,9,rock,0,0,3
73,73,datasets/audios/eastern_sliced/carnatic/carnatic_015_001.wav,0,carnatic,4,hiphop,0,0,2
74,74,datasets/audios/eastern_sliced/carnatic/carnatic_015_002.wav,0,carnatic,4,hiphop,0,0,6
75,75,datasets/audios/eastern_sliced/carnatic/carnatic_015_003.wav,0,carnatic,4,hiphop,0,0,6
76,76,datasets/audios/eastern_sliced/carnatic/carnatic_015_004.wav,0,carnatic,1,classical,0,0,0
77,77,datasets/audios/eastern_sliced/carnatic/carnatic_016_000.wav,0,carnatic,5,jazz,7,7,3
78,78,datasets/audios/eastern_sliced/carnatic/carnatic_016_001.wav,0,carnatic,1,classical,7,7,0
79,79,datasets/audios/eastern_sliced/carnatic/carnatic_016_002.wav,0,carnatic,4,hiphop,0,0,6
80,80,datasets/audios/eastern_sliced/carnatic/carnatic_016_003.wav,0,carnatic,4,hiphop,0,0,6
81,81,datasets/audios/eastern_sliced/carnatic/carnatic_016_004.wav,0,carnatic,1,classical,0,0,0
82,82,datasets/audios/eastern_sliced/carnatic/carnatic_017_000.wav,0,carnatic,4,hiphop,0,0,6
83,83,datasets/audios/eastern_sliced/carnatic/carnatic_017_001.wav,0,carnatic,9,rock,0,0,3
84,84,datasets/audios/eastern_sliced/carnatic/carnatic_017_002.wav,0,carnatic,9,rock,0,0,3
85,85,datasets/audios/eastern_sliced/carnatic/carnatic_018_000.wav,0,carnatic,2,country,7,7,0
86,86,datasets/audios/eastern_sliced/carnatic/carnatic_018_001.wav,0,carnatic,1,classical,7,7,0
87,87,datasets/audios/eastern_sliced/carnatic/carnatic_018_002.wav,0,carnatic,1,classical,7,7,0
88,88,datasets/audios/eastern_sliced/carnatic/carnatic_018_003.wav,0,carnatic,1,classical,7,7,0
89,89,datasets/audios/eastern_sliced/carnatic/carnatic_018_004.wav,0,carnatic,2,country,0,0,0
90,90,datasets/audios/eastern_sliced/carnatic/carnatic_019_000.wav,0,carnatic,0,blues,0,0,3
91,91,datasets/audios/eastern_sliced/carnatic/carnatic_019_001.wav,0,carnatic,0,blues,0,0,3
92,92,datasets/audios/eastern_sliced/carnatic/carnatic_019_002.wav,0,carnatic,4,hiphop,0,0,6
93,93,datasets/audios/eastern_sliced/carnatic/carnatic_019_003.wav,0,carnatic,4,hiphop,0,0,6
94,94,datasets/audios/eastern_sliced/carnatic/carnatic_020_000.wav,0,carnatic,4,hiphop,0,0,6
95,95,datasets/audios/eastern_sliced/carnatic/carnatic_021_000.wav,0,carnatic,2,country,0,0,6
96,96,datasets/audios/eastern_sliced/carnatic/carnatic_021_001.wav,0,carnatic,4,hiphop,0,0,6
97,97,datasets/audios/eastern_sliced/carnatic/carnatic_021_002.wav,0,carnatic,4,hiphop,0,0,6
98,98,datasets/audios/eastern_sliced/carnatic/carnatic_021_003.wav,0,carnatic,4,hiphop,0,0,2
99,99,datasets/audios/eastern_sliced/carnatic/carnatic_021_004.wav,0,carnatic,1,classical,0,0,2
100,100,datasets/audios/eastern_sliced/carnatic/carnatic_022_000.wav,0,carnatic,2,country,0,0,2
101,101,datasets/audios/eastern_sliced/carnatic/carnatic_022_001.wav,0,carnatic,4,hiphop,0,0,6
102,102,datasets/audios/eastern_sliced/carnatic/carnatic_022_002.wav,0,carnatic,9,rock,0,0,3
103,103,datasets/audios/eastern_sliced/carnatic/carnatic_022_003.wav,0,carnatic,1,classical,0,0,0
104,104,datasets/audios/eastern_sliced/carnatic/carnatic_022_004.wav,0,carnatic,4,hiphop,0,0,6
105,105,datasets/audios/eastern_sliced/carnatic/carnatic_023_000.wav,0,carnatic,4,hiphop,0,0,6
106,106,datasets/audios/eastern_sliced/carnatic/carnatic_023_001.wav,0,carnatic,4,hiphop,0,0,6
107,107,datasets/audios/eastern_sliced/carnatic/carnatic_023_002.wav,0,carnatic,0,blues,0,0,3
108,108,datasets/audios/eastern_sliced/carnatic/carnatic_023_003.wav,0,carnatic,5,jazz,0,0,6
109,109,datasets/audios/eastern_sliced/carnatic/carnatic_023_004.wav,0,carnatic,4,hiphop,0,0,6
110,110,datasets/audios/eastern_sliced/carnatic/carnatic_024_000.wav,0,carnatic,5,jazz,0,0,6
111,111,datasets/audios/eastern_sliced/carnatic/carnatic_024_001.wav,0,carnatic,5,jazz,0,0,3
112,112,datasets/audios/eastern_sliced/carnatic/carnatic_024_002.wav,0,carnatic,5,jazz,0,0,3
113,113,datasets/audios/eastern_sliced/carnatic/carnatic_024_003.wav,0,carnatic,5,jazz,0,0,3
114,114,datasets/audios/eastern_sliced/carnatic/carnatic_024_004.wav,0,carnatic,5,jazz,0,0,3
115,115,datasets/audios/eastern_sliced/carnatic/carnatic_025_000.wav,0,carnatic,1,classical,7,7,0
116,116,datasets/audios/eastern_sliced/carnatic/carnatic_025_001.wav,0,carnatic,2,country,0,0,2
117,117,datasets/audios/eastern_sliced/carnatic/carnatic_025_002.wav,0,carnatic,1,classical,0,0,3
118,118,datasets/audios/eastern_sliced/carnatic/carnatic_025_003.wav,0,carnatic,0,blues,0,0,6
119,119,datasets/audios/eastern_sliced/carnatic/carnatic_025_004.wav,0,carnatic,2,country,0,0,6
120,120,datasets/audios/eastern_sliced/carnatic/carnatic_026_000.wav,0,carnatic,1,classical,7,7,3
121,121,datasets/audios/eastern_sliced/carnatic/carnatic_026_001.wav,0,carnatic,2,country,3,3,6
122,122,datasets/audios/eastern_sliced/carnatic/carnatic_026_002.wav,0,carnatic,1,classical,7,7,3
123,123,datasets/audios/eastern_sliced/carnatic/carnatic_026_003.wav,0,carnatic,5,jazz,3,3,2
124,124,datasets/audios/eastern_sliced/carnatic/carnatic_026_004.wav,0,carnatic,5,jazz,7,7,3
125,125,datasets/audios/eastern_sliced/carnatic/carnatic_027_000.wav,0,carnatic,0,blues,0,0,3
126,126,datasets/audios/eastern_sliced/carnatic/carnatic_027_001.wav,0,carnatic,0,blues,0,0,3
127,127,datasets/audios/eastern_sliced/carnatic/carnatic_027_002.wav,0,carnatic,4,hiphop,0,0,6
128,128,datasets/audios/eastern_sliced/carnatic/carnatic_027_003.wav,0,carnatic,5,jazz,0,0,3
129,129,datasets/audios/eastern_sliced/carnatic/carnatic_028_000.wav,0,carnatic,2,country,7,7,6
130,130,datasets/audios/eastern_sliced/carnatic/carnatic_028_001.wav,0,carnatic,1,classical,7,7,6
131,131,datasets/audios/eastern_sliced/carnatic/carnatic_028_002.wav,0,carnatic,1,classical,7,7,0
132,132,datasets/audios/eastern_sliced/carnatic/carnatic_028_003.wav,0,carnatic,0,blues,0,0,6
133,133,datasets/audios/eastern_sliced/carnatic/carnatic_028_004.wav,0,carnatic,4,hiphop,0,0,4
134,134,datasets/audios/eastern_sliced/carnatic/carnatic_029_000.wav,0,carnatic,2,country,0,0,0
135,135,datasets/audios/eastern_sliced/carnatic/carnatic_029_001.wav,0,carnatic,2,country,0,0,6
136,136,datasets/audios/eastern_sliced/carnatic/carnatic_029_002.wav,0,carnatic,0,blues,0,0,6
137,137,datasets/audios/eastern_sliced/carnatic/carnatic_029_003.wav,0,carnatic,0,blues,0,0,3
138,138,datasets/audios/eastern_sliced/carnatic/carnatic_029_004.wav,0,carnatic,2,country,0,0,6
139,139,datasets/audios/eastern_sliced/carnatic/carnatic_030_000.wav,0,carnatic,0,blues,3,3,3
140,140,datasets/audios/eastern_sliced/carnatic/carnatic_030_001.wav,0,carnatic,2,country,7,7,2
141,141,datasets/audios/eastern_sliced/carnatic/carnatic_031_000.wav,0,carnatic,5,jazz,0,0,6
142,142,datasets/audios/eastern_sliced/carnatic/carnatic_031_001.wav,0,carnatic,5,jazz,0,0,3
143,143,datasets/audios/eastern_sliced/carnatic/carnatic_031_002.wav,0,carnatic,5,jazz,0,0,3
144,144,datasets/audios/eastern_sliced/carnatic/carnatic_031_003.wav,0,carnatic,5,jazz,0,0,6
145,145,datasets/audios/eastern_sliced/carnatic/carnatic_031_004.wav,0,carnatic,5,jazz,0,0,3
146,146,datasets/audios/eastern_sliced/carnatic/carnatic_032_000.wav,0,carnatic,2,country,7,7,0
147,147,datasets/audios/eastern_sliced/carnatic/carnatic_033_000.wav,0,carnatic,5,jazz,0,0,3
148,148,datasets/audios/eastern_sliced/carnatic/carnatic_033_001.wav,0,carnatic,5,jazz,0,0,3
149,149,datasets/audios/eastern_sliced/carnatic/carnatic_033_002.wav,0,carnatic,5,jazz,0,0,3
150,150,datasets/audios/eastern_sliced/carnatic/carnatic_033_003.wav,0,carnatic,5,jazz,0,0,3
151,151,datasets/audios/eastern_sliced/carnatic/carnatic_033_004.wav,0,carnatic,5,jazz,0,0,3
152,152,datasets/audios/eastern_sliced/carnatic/carnatic_034_000.wav,0,carnatic,5,jazz,0,0,6
153,153,datasets/audios/eastern_sliced/carnatic/carnatic_034_001.wav,0,carnatic,0,blues,0,0,6
154,154,datasets/audios/eastern_sliced/carnatic/carnatic_034_002.wav,0,carnatic,4,hiphop,0,0,6
155,155,datasets/audios/eastern_sliced/carnatic/carnatic_034_003.wav,0,carnatic,4,hiphop,0,0,6
156,156,datasets/audios/eastern_sliced/carnatic/carnatic_034_004.wav,0,carnatic,4,hiphop,0,0,6
157,157,datasets/audios/eastern_sliced/carnatic/carnatic_035_000.wav,0,carnatic,2,country,7,7,6
158,158,datasets/audios/eastern_sliced/carnatic/carnatic_035_001.wav,0,carnatic,0,blues,3,3,6
159,159,datasets/audios/eastern_sliced/carnatic/carnatic_036_000.wav,0,carnatic,2,country,0,0,6
160,160,datasets/audios/eastern_sliced/carnatic/carnatic_036_001.wav,0,carnatic,1,classical,0,0,3
161,161,datasets/audios/eastern_sliced/carnatic/carnatic_036_002.wav,0,carnatic,5,jazz,0,0,3
162,162,datasets/audios/eastern_sliced/carnatic/carnatic_036_003.wav,0,carnatic,5,jazz,0,0,3
163,163,datasets/audios/eastern_sliced/carnatic/carnatic_036_004.wav,0,carnatic,5,jazz,0,0,3
164,164,datasets/audios/eastern_sliced/carnatic/carnatic_037_000.wav,0,carnatic,5,jazz,0,0,3
165,165,datasets/audios/eastern_sliced/carnatic/carnatic_037_001.wav,0,carnatic,4,hiphop,0,0,6
166,166,datasets/audios/eastern_sliced/carnatic/carnatic_037_002.wav,0,carnatic,4,hiphop,0,0,6
167,167,datasets/audios/eastern_sliced/carnatic/carnatic_038_000.wav,0,carnatic,5,jazz,0,0,3
168,168,datasets/audios/eastern_sliced/carnatic/carnatic_039_000.wav,0,carnatic,1,classical,7,7,3
169,169,datasets/audios/eastern_sliced/carnatic/carnatic_039_001.wav,0,carnatic,0,blues,3,3,3
170,170,datasets/audios/eastern_sliced/carnatic/carnatic_039_002.wav,0,carnatic,0,blues,3,3,6
171,171,datasets/audios/eastern_sliced/carnatic/carnatic_039_003.wav,0,carnatic,0,blues,3,3,6
172,172,datasets/audios/eastern_sliced/carnatic/carnatic_039_004.wav,0,carnatic,0,blues,3,3,3
173,173,datasets/audios/eastern_sliced/carnatic/carnatic_040_000.wav,0,carnatic,4,hiphop,0,0,6
174,174,datasets/audios/eastern_sliced/carnatic/carnatic_040_001.wav,0,carnatic,4,hiphop,0,0,6
175,175,datasets/audios/eastern_sliced/carnatic/carnatic_040_002.wav,0,carnatic,4,hiphop,0,0,6
176,176,datasets/audios/eastern_sliced/carnatic/carnatic_040_003.wav,0,carnatic,4,hiphop,0,0,6
177,177,datasets/audios/eastern_sliced/carnatic/carnatic_040_004.wav,0,carnatic,4,hiphop,0,0,6
178,178,datasets/audios/eastern_sliced/carnatic/carnatic_041_000.wav,0,carnatic,4,hiphop,0,0,6
179,179,datasets/audios/eastern_sliced/carnatic/carnatic_041_001.wav,0,carnatic,4,hiphop,0,0,6
180,180,datasets/audios/eastern_sliced/carnatic/carnatic_041_002.wav,0,carnatic,2,country,0,0,6
181,181,datasets/audios/eastern_sliced/carnatic/carnatic_041_003.wav,0,carnatic,0,blues,0,0,3
182,182,datasets/audios/eastern_sliced/carnatic/carnatic_041_004.wav,0,carnatic,4,hiphop,0,0,2
183,183,datasets/audios/eastern_sliced/carnatic/carnatic_042_000.wav,0,carnatic,4,hiphop,3,3,6
184,184,datasets/audios/eastern_sliced/carnatic/carnatic_042_001.wav,0,carnatic,2,country,3,3,6
185,185,datasets/audios/eastern_sliced/carnatic/carnatic_042_002.wav,0,carnatic,4,hiphop,3,3,6
186,186,datasets/audios/eastern_sliced/carnatic/carnatic_042_003.wav,0,carnatic,4,hiphop,3,3,6
187,187,datasets/audios/eastern_sliced/carnatic/carnatic_042_004.wav,0,carnatic,0,blues,3,3,6
188,188,datasets/audios/eastern_sliced/carnatic/carnatic_043_000.wav,0,carnatic,2,country,3,3,6
189,189,datasets/audios/eastern_sliced/carnatic/carnatic_043_001.wav,0,carnatic,0,blues,3,3,6
190,190,datasets/audios/eastern_sliced/carnatic/carnatic_043_002.wav,0,carnatic,2,country,3,3,6
191,191,datasets/audios/eastern_sliced/carnatic/carnatic_043_003.wav,0,carnatic,4,hiphop,3,3,6
192,192,datasets/audios/eastern_sliced/carnatic/carnatic_043_004.wav,0,carnatic,0,blues,3,3,6
193,193,datasets/audios/eastern_sliced/carnatic/carnatic_044_000.wav,0,carnatic,4,hiphop,3,3,6
194,194,datasets/audios/eastern_sliced/carnatic/carnatic_044_001.wav,0,carnatic,4,hiphop,3,3,6
195,195,datasets/audios/eastern_sliced/carnatic/carnatic_044_002.wav,0,carnatic,0,blues,3,3,6
196,196,datasets/audios/eastern_sliced/carnatic/carnatic_044_003.wav,0,carnatic,0,blues,3,3,3
197,197,datasets/audios/eastern_sliced/carnatic/carnatic_044_004.wav,0,carnatic,2,country,3,3,6
198,198,datasets/audios/eastern_sliced/carnatic/carnatic_045_000.wav,0,carnatic,5,jazz,3,3,6
199,199,datasets/audios/eastern_sliced/carnatic/carnatic_045_001.wav,0,carnatic,0,blues,3,3,6
200,200,datasets/audios/eastern_sliced/carnatic/carnatic_045_002.wav,0,carnatic,4,hiphop,3,3,6
201,201,datasets/audios/eastern_sliced/carnatic/carnatic_045_003.wav,0,carnatic,5,jazz,3,3,3
202,202,datasets/audios/eastern_sliced/carnatic/carnatic_045_004.wav,0,carnatic,5,jazz,3,3,3
203,203,datasets/audios/eastern_sliced/carnatic/carnatic_046_000.wav,0,carnatic,2,country,3,3,6
204,204,datasets/audios/eastern_sliced/carnatic/carnatic_046_001.wav,0,carnatic,5,jazz,3,3,2
205,205,datasets/audios/eastern_sliced/carnatic/carnatic_046_002.wav,0,carnatic,5,jazz,1,1,3
206,206,datasets/audios/eastern_sliced/carnatic/carnatic_046_003.wav,0,carnatic,0,blues,7,7,6
207,207,datasets/audios/eastern_sliced/carnatic/carnatic_046_004.wav,0,carnatic,5,jazz,3,3,3
208,208,datasets/audios/eastern_sliced/carnatic/carnatic_047_000.wav,0,carnatic,0,blues,3,3,3
209,209,datasets/audios/eastern_sliced/carnatic/carnatic_047_001.wav,0,carnatic,5,jazz,3,3,3
210,210,datasets/audios/eastern_sliced/carnatic/carnatic_047_002.wav,0,carnatic,4,hiphop,3,3,6
211,211,datasets/audios/eastern_sliced/carnatic/carnatic_047_003.wav,0,carnatic,4,hiphop,3,3,6
212,212,datasets/audios/eastern_sliced/carnatic/carnatic_047_004.wav,0,carnatic,0,blues,3,3,3
213,213,datasets/audios/eastern_sliced/carnatic/carnatic_048_000.wav,0,carnatic,1,classical,7,7,3
214,214,datasets/audios/eastern_sliced/carnatic/carnatic_048_001.wav,0,carnatic,1,classical,1,1,0
215,215,datasets/audios/eastern_sliced/carnatic/carnatic_048_002.wav,0,carnatic,9,rock,7,7,3
216,216,datasets/audios/eastern_sliced/carnatic/carnatic_048_003.wav,0,carnatic,0,blues,3,3,3
217,217,datasets/audios/eastern_sliced/carnatic/carnatic_048_004.wav,0,carnatic,5,jazz,3,3,3
218,218,datasets/audios/eastern_sliced/carnatic/carnatic_049_000.wav,0,carnatic,0,blues,3,3,3
219,219,datasets/audios/eastern_sliced/carnatic/carnatic_049_001.wav,0,carnatic,0,blues,7,7,6
220,220,datasets/audios/eastern_sliced/carnatic/carnatic_049_002.wav,0,carnatic,5,jazz,3,3,3
221,221,datasets/audios/eastern_sliced/carnatic/carnatic_049_003.wav,0,carnatic,0,blues,3,3,3
222,222,datasets/audios/eastern_sliced/carnatic/carnatic_049_004.wav,0,carnatic,0,blues,3,3,3
223,223,datasets/audios/eastern_sliced/carnatic/carnatic_050_000.wav,0,carnatic,0,blues,3,3,3
224,224,datasets/audios/eastern_sliced/carnatic/carnatic_050_001.wav,0,carnatic,1,classical,7,7,0
225,225,datasets/audios/eastern_sliced/carnatic/carnatic_050_002.wav,0,carnatic,4,hiphop,3,3,6
226,226,datasets/audios/eastern_sliced/carnatic/carnatic_050_003.wav,0,carnatic,0,blues,3,3,3
227,227,datasets/audios/eastern_sliced/carnatic/carnatic_050_004.wav,0,carnatic,4,hiphop,3,3,6
228,228,datasets/audios/eastern_sliced/carnatic/carnatic_051_000.wav,0,carnatic,0,blues,3,3,6
229,229,datasets/audios/eastern_sliced/carnatic/carnatic_051_001.wav,0,carnatic,0,blues,3,3,6
230,230,datasets/audios/eastern_sliced/carnatic/carnatic_051_002.wav,0,carnatic,0,blues,3,3,6
231,231,datasets/audios/eastern_sliced/carnatic/carnatic_051_003.wav,0,carnatic,0,blues,3,3,3
232,232,datasets/audios/eastern_sliced/carnatic/carnatic_051_004.wav,0,carnatic,0,blues,3,3,6
233,233,datasets/audios/eastern_sliced/carnatic/carnatic_052_000.wav,0,carnatic,4,hiphop,3,3,6
234,234,datasets/audios/eastern_sliced/carnatic/carnatic_052_001.wav,0,carnatic,4,hiphop,3,3,6
235,235,datasets/audios/eastern_sliced/carnatic/carnatic_052_002.wav,0,carnatic,4,hiphop,3,3,6
236,236,datasets/audios/eastern_sliced/carnatic/carnatic_052_003.wav,0,carnatic,4,hiphop,3,3,6
237,237,datasets/audios/eastern_sliced/carnatic/carnatic_052_004.wav,0,carnatic,4,hiphop,3,3,6
238,238,datasets/audios/eastern_sliced/carnatic/carnatic_053_000.wav,0,carnatic,4,hiphop,3,3,6
239,239,datasets/audios/eastern_sliced/carnatic/carnatic_053_001.wav,0,carnatic,0,blues,3,3,6
240,240,datasets/audios/eastern_sliced/carnatic/carnatic_053_002.wav,0,carnatic,0,blues,3,3,6
241,241,datasets/audios/eastern_sliced/carnatic/carnatic_053_003.wav,0,carnatic,0,blues,3,3,6
242,242,datasets/audios/eastern_sliced/carnatic/carnatic_053_004.wav,0,carnatic,2,country,3,3,6
243,243,datasets/audios/eastern_sliced/carnatic/carnatic_054_000.wav,0,carnatic,2,country,3,3,6
244,244,datasets/audios/eastern_sliced/carnatic/carnatic_054_001.wav,0,carnatic,2,country,3,3,6
245,245,datasets/audios/eastern_sliced/carnatic/carnatic_054_002.wav,0,carnatic,0,blues,3,3,3
246,246,datasets/audios/eastern_sliced/carnatic/carnatic_054_003.wav,0,carnatic,2,country,3,3,6
247,247,datasets/audios/eastern_sliced/carnatic/carnatic_054_004.wav,0,carnatic,2,country,3,3,6
248,248,datasets/audios/eastern_sliced/carnatic/carnatic_055_000.wav,0,carnatic,4,hiphop,3,3,6
249,249,datasets/audios/eastern_sliced/carnatic/carnatic_055_001.wav,0,carnatic,4,hiphop,3,3,6
250,250,datasets/audios/eastern_sliced/carnatic/carnatic_055_002.wav,0,carnatic,4,hiphop,3,3,6
251,251,datasets/audios/eastern_sliced/carnatic/carnatic_055_003.wav,0,carnatic,4,hiphop,3,3,6
252,252,datasets/audios/eastern_sliced/carnatic/carnatic_055_004.wav,0,carnatic,0,blues,3,3,6
