feature_index,track_id,segment_index,path,label,label_id,duration_seconds,processed_seconds,skipped_tail_seconds,source_sample_rate,target_sample_rate,num_chunks
35,35,0,datasets/audios/eastern_data/cpop/cpop_035.wav,cpop,1,29.0,29.0,0.0,48000,24000,1
36,36,0,datasets/audios/eastern_data/cpop/cpop_036.wav,cpop,1,26.0,26.0,0.0,48000,24000,1
37,37,0,datasets/audios/eastern_data/cpop/cpop_037.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
38,38,0,datasets/audios/eastern_data/cpop/cpop_038.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
39,39,0,datasets/audios/eastern_data/cpop/cpop_039.wav,cpop,1,29.0,29.0,0.0,48000,24000,1
40,40,0,datasets/audios/eastern_data/cpop/cpop_040.wav,cpop,1,27.0,27.0,0.0,48000,24000,1
41,41,0,datasets/audios/eastern_data/cpop/cpop_041.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
42,42,0,datasets/audios/eastern_data/cpop/cpop_042.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
43,43,0,datasets/audios/eastern_data/cpop/cpop_043.wav,cpop,1,27.0,27.0,0.0,48000,24000,1
44,44,0,datasets/audios/eastern_data/cpop/cpop_044.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
45,45,0,datasets/audios/eastern_data/cpop/cpop_045.wav,cpop,1,27.0,27.0,0.0,48000,24000,1
46,46,0,datasets/audios/eastern_data/cpop/cpop_046.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
47,47,0,datasets/audios/eastern_data/cpop/cpop_047.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
48,48,0,datasets/audios/eastern_data/cpop/cpop_048.wav,cpop,1,27.0,27.0,0.0,48000,24000,1
49,49,0,datasets/audios/eastern_data/cpop/cpop_049.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
50,50,0,datasets/audios/eastern_data/cpop/cpop_050.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
51,51,0,datasets/audios/eastern_data/cpop/cpop_051.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
52,52,0,datasets/audios/eastern_data/cpop/cpop_052.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
53,53,0,datasets/audios/eastern_data/cpop/cpop_053.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
54,54,0,datasets/audios/eastern_data/cpop/cpop_054.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
55,55,0,datasets/audios/eastern_data/cpop/cpop_055.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
56,56,0,datasets/audios/eastern_data/cpop/cpop_056.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
57,57,0,datasets/audios/eastern_data/cpop/cpop_057.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
58,58,0,datasets/audios/eastern_data/cpop/cpop_058.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
59,59,0,datasets/audios/eastern_data/cpop/cpop_059.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
60,60,0,datasets/audios/eastern_data/cpop/cpop_060.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
61,61,0,datasets/audios/eastern_data/cpop/cpop_061.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
62,62,0,datasets/audios/eastern_data/cpop/cpop_062.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
63,63,0,datasets/audios/eastern_data/cpop/cpop_063.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
64,64,0,datasets/audios/eastern_data/cpop/cpop_064.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
65,65,0,datasets/audios/eastern_data/cpop/cpop_065.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
66,66,0,datasets/audios/eastern_data/cpop/cpop_066.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
67,67,0,datasets/audios/eastern_data/cpop/cpop_067.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
68,68,0,datasets/audios/eastern_data/cpop/cpop_068.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
69,69,0,datasets/audios/eastern_data/cpop/cpop_069.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
70,70,0,datasets/audios/eastern_data/cpop/cpop_070.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
71,71,0,datasets/audios/eastern_data/cpop/cpop_071.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
72,72,0,datasets/audios/eastern_data/cpop/cpop_072.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
73,73,0,datasets/audios/eastern_data/cpop/cpop_073.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
74,74,0,datasets/audios/eastern_data/cpop/cpop_074.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
75,75,0,datasets/audios/eastern_data/cpop/cpop_075.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
76,76,0,datasets/audios/eastern_data/cpop/cpop_076.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
77,77,0,datasets/audios/eastern_data/cpop/cpop_077.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
78,78,0,datasets/audios/eastern_data/cpop/cpop_078.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
79,79,0,datasets/audios/eastern_data/cpop/cpop_079.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
80,80,0,datasets/audios/eastern_data/cpop/cpop_080.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
81,81,0,datasets/audios/eastern_data/cpop/cpop_081.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
82,82,0,datasets/audios/eastern_data/cpop/cpop_082.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
83,83,0,datasets/audios/eastern_data/cpop/cpop_083.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
84,84,0,datasets/audios/eastern_data/cpop/cpop_084.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
85,85,0,datasets/audios/eastern_data/cpop/cpop_085.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
86,86,0,datasets/audios/eastern_data/cpop/cpop_086.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
87,87,0,datasets/audios/eastern_data/cpop/cpop_087.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
88,88,0,datasets/audios/eastern_data/cpop/cpop_088.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
89,89,0,datasets/audios/eastern_data/cpop/cpop_089.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
90,90,0,datasets/audios/eastern_data/cpop/cpop_090.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
91,91,0,datasets/audios/eastern_data/cpop/cpop_091.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
92,92,0,datasets/audios/eastern_data/cpop/cpop_092.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
93,93,0,datasets/audios/eastern_data/cpop/cpop_093.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
94,94,0,datasets/audios/eastern_data/cpop/cpop_094.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
95,95,0,datasets/audios/eastern_data/cpop/cpop_095.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
96,96,0,datasets/audios/eastern_data/cpop/cpop_096.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
97,97,0,datasets/audios/eastern_data/cpop/cpop_097.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
98,98,0,datasets/audios/eastern_data/cpop/cpop_098.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
99,99,0,datasets/audios/eastern_data/cpop/cpop_099.wav,cpop,1,28.0,28.0,0.0,48000,24000,1
100,100,0,datasets/audios/eastern_data/enka/enka_000.wav,enka,2,120.0,120.0,0.0,24000,24000,4
101,101,0,datasets/audios/eastern_data/enka/enka_001.wav,enka,2,120.0,120.0,0.0,24000,24000,4
102,102,0,datasets/audios/eastern_data/enka/enka_002.wav,enka,2,120.0,120.0,0.0,24000,24000,4
103,103,0,datasets/audios/eastern_data/enka/enka_003.wav,enka,2,120.0,120.0,0.0,24000,24000,4
104,104,0,datasets/audios/eastern_data/enka/enka_004.wav,enka,2,120.0,120.0,0.0,24000,24000,4
105,105,0,datasets/audios/eastern_data/enka/enka_005.wav,enka,2,120.0,120.0,0.0,24000,24000,4
106,106,0,datasets/audios/eastern_data/enka/enka_006.wav,enka,2,120.0,120.0,0.0,24000,24000,4
107,107,0,datasets/audios/eastern_data/enka/enka_007.wav,enka,2,120.0,120.0,0.0,24000,24000,4
108,108,0,datasets/audios/eastern_data/enka/enka_008.wav,enka,2,120.0,120.0,0.0,24000,24000,4
109,109,0,datasets/audios/eastern_data/enka/enka_009.wav,enka,2,120.0,120.0,0.0,24000,24000,4
110,110,0,datasets/audios/eastern_data/enka/enka_010.wav,enka,2,120.0,120.0,0.0,24000,24000,4
111,111,0,datasets/audios/eastern_data/enka/enka_011.wav,enka,2,120.0,120.0,0.0,24000,24000,4
112,112,0,datasets/audios/eastern_data/enka/enka_012.wav,enka,2,120.0,120.0,0.0,24000,24000,4
113,113,0,datasets/audios/eastern_data/enka/enka_013.wav,enka,2,120.0,120.0,0.0,24000,24000,4
114,114,0,datasets/audios/eastern_data/enka/enka_014.wav,enka,2,120.0,120.0,0.0,24000,24000,4
115,115,0,datasets/audios/eastern_data/enka/enka_015.wav,enka,2,120.0,120.0,0.0,24000,24000,4
116,116,0,datasets/audios/eastern_data/enka/enka_016.wav,enka,2,120.0,120.0,0.0,24000,24000,4
117,117,0,datasets/audios/eastern_data/enka/enka_017.wav,enka,2,120.0,120.0,0.0,24000,24000,4
118,118,0,datasets/audios/eastern_data/enka/enka_018.wav,enka,2,120.0,120.0,0.0,24000,24000,4
119,119,0,datasets/audios/eastern_data/enka/enka_019.wav,enka,2,120.0,120.0,0.0,24000,24000,4
120,120,0,datasets/audios/eastern_data/enka/enka_020.wav,enka,2,120.0,120.0,0.0,24000,24000,4
121,121,0,datasets/audios/eastern_data/enka/enka_021.wav,enka,2,120.0,120.0,0.0,24000,24000,4
122,122,0,datasets/audios/eastern_data/enka/enka_022.wav,enka,2,120.0,120.0,0.0,24000,24000,4
123,123,0,datasets/audios/eastern_data/enka/enka_023.wav,enka,2,120.0,120.0,0.0,24000,24000,4
124,124,0,datasets/audios/eastern_data/enka/enka_024.wav,enka,2,120.0,120.0,0.0,24000,24000,4
125,125,0,datasets/audios/eastern_data/enka/enka_025.wav,enka,2,120.0,120.0,0.0,24000,24000,4
126,126,0,datasets/audios/eastern_data/enka/enka_026.wav,enka,2,120.0,120.0,0.0,24000,24000,4
127,127,0,datasets/audios/eastern_data/enka/enka_027.wav,enka,2,120.0,120.0,0.0,24000,24000,4
128,128,0,datasets/audios/eastern_data/enka/enka_028.wav,enka,2,120.0,120.0,0.0,24000,24000,4
129,129,0,datasets/audios/eastern_data/enka/enka_029.wav,enka,2,120.0,120.0,0.0,24000,24000,4
130,130,0,datasets/audios/eastern_data/enka/enka_030.wav,enka,2,120.0,120.0,0.0,24000,24000,4
131,131,0,datasets/audios/eastern_data/enka/enka_031.wav,enka,2,120.0,120.0,0.0,24000,24000,4
132,132,0,datasets/audios/eastern_data/enka/enka_032.wav,enka,2,120.0,120.0,0.0,24000,24000,4
133,133,0,datasets/audios/eastern_data/enka/enka_033.wav,enka,2,120.0,120.0,0.0,24000,24000,4
134,134,0,datasets/audios/eastern_data/enka/enka_034.wav,enka,2,120.0,120.0,0.0,24000,24000,4
135,135,0,datasets/audios/eastern_data/enka/enka_035.wav,enka,2,120.0,120.0,0.0,24000,24000,4
136,136,0,datasets/audios/eastern_data/enka/enka_036.wav,enka,2,120.0,120.0,0.0,24000,24000,4
137,137,0,datasets/audios/eastern_data/enka/enka_037.wav,enka,2,120.0,120.0,0.0,24000,24000,4
138,138,0,datasets/audios/eastern_data/enka/enka_038.wav,enka,2,120.0,120.0,0.0,24000,24000,4
139,139,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_000.wav,guqinguzheng,3,533.362375,533.362375,0.0,44100,24000,18
140,140,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_001.wav,guqinguzheng,3,327.772875,327.772875,0.0,44100,24000,11
141,141,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_002.wav,guqinguzheng,3,274.32054166666666,274.32054166666666,0.0,44100,24000,10
142,142,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_003.wav,guqinguzheng,3,660.0736666666667,660.0,0.07366666666666667,44100,24000,22
143,143,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_004.wav,guqinguzheng,3,106.765375,106.765375,0.0,44100,24000,4
144,144,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_005.wav,guqinguzheng,3,253.86379166666666,253.86379166666666,0.0,44100,24000,9
145,145,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_006.wav,guqinguzheng,3,237.91166666666666,237.91166666666666,0.0,44100,24000,8
146,146,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_007.wav,guqinguzheng,3,130.147875,130.147875,0.0,44100,24000,5
147,147,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_008.wav,guqinguzheng,3,224.07258333333334,224.07258333333334,0.0,44100,24000,8
148,148,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_009.wav,guqinguzheng,3,359.259125,359.259125,0.0,44100,24000,12
149,149,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_010.wav,guqinguzheng,3,255.46595833333333,255.46595833333333,0.0,44100,24000,9
150,150,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_011.wav,guqinguzheng,3,332.7146666666667,332.7146666666667,0.0,48000,24000,12
151,151,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_012.wav,guqinguzheng,3,178.53825,178.53825,0.0,44100,24000,6
152,152,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_013.wav,guqinguzheng,3,270.90720833333336,270.0,0.9072083333333333,44100,24000,9
153,153,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_014.wav,guqinguzheng,3,202.08329166666667,202.08329166666667,0.0,44100,24000,7
154,154,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_015.wav,guqinguzheng,3,188.89433333333332,188.89433333333332,0.0,44100,24000,7
155,155,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_016.wav,guqinguzheng,3,268.97995833333334,268.97995833333334,0.0,44100,24000,9
156,156,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_017.wav,guqinguzheng,3,189.96245833333333,189.96245833333333,0.0,44100,24000,7
157,157,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_018.wav,guqinguzheng,3,251.37925,251.37925,0.0,44100,24000,9
158,158,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_019.wav,guqinguzheng,3,381.22520833333334,381.22520833333334,0.0,44100,24000,13
159,159,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_020.wav,guqinguzheng,3,397.57208333333335,397.57208333333335,0.0,44100,24000,14
160,160,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_021.wav,guqinguzheng,3,188.61570833333334,188.61570833333334,0.0,44100,24000,7
161,161,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_022.wav,guqinguzheng,3,229.57570833333332,229.57570833333332,0.0,44100,24000,8
162,162,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_023.wav,guqinguzheng,3,93.78541666666666,93.78541666666666,0.0,44100,24000,4
163,163,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_024.wav,guqinguzheng,3,338.8255833333333,338.8255833333333,0.0,44100,24000,12
164,164,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_025.wav,guqinguzheng,3,286.255625,286.255625,0.0,44100,24000,10
165,165,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_026.wav,guqinguzheng,3,267.42420833333335,267.42420833333335,0.0,44100,24000,9
166,166,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_027.wav,guqinguzheng,3,430.1653333333333,430.1653333333333,0.0,48000,24000,15
167,167,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_028.wav,guqinguzheng,3,103.35204166666666,103.35204166666666,0.0,44100,24000,4
168,168,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_029.wav,guqinguzheng,3,235.28779166666666,235.28779166666666,0.0,44100,24000,8
169,169,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_030.wav,guqinguzheng,3,283.538875,283.538875,0.0,44100,24000,10
170,170,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_031.wav,guqinguzheng,3,297.00266666666664,297.00266666666664,0.0,48000,24000,10
171,171,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_032.wav,guqinguzheng,3,111.45579166666667,111.45579166666667,0.0,44100,24000,4
172,172,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_033.wav,guqinguzheng,3,287.9042083333333,287.9042083333333,0.0,44100,24000,10
173,173,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_034.wav,guqinguzheng,3,364.7146666666667,364.7146666666667,0.0,48000,24000,13
174,174,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_035.wav,guqinguzheng,3,444.03520833333334,444.03520833333334,0.0,44100,24000,15
175,175,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_036.wav,guqinguzheng,3,214.52916666666667,214.52916666666667,0.0,44100,24000,8
176,176,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_037.wav,guqinguzheng,3,241.83583333333334,241.83583333333334,0.0,44100,24000,9
177,177,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_038.wav,guqinguzheng,3,254.14241666666666,254.14241666666666,0.0,44100,24000,9
178,178,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_039.wav,guqinguzheng,3,321.1784166666667,321.1784166666667,0.0,44100,24000,11
179,179,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_040.wav,guqinguzheng,3,270.09454166666666,270.0,0.09454166666666666,44100,24000,9
180,180,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_041.wav,guqinguzheng,3,237.2615,237.2615,0.0,44100,24000,8
181,181,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_042.wav,guqinguzheng,3,354.057875,354.057875,0.0,44100,24000,12
182,182,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_043.wav,guqinguzheng,3,230.31875,230.31875,0.0,44100,24000,8
183,183,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_044.wav,guqinguzheng,3,232.66133333333335,232.66133333333335,0.0,48000,24000,8
184,184,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_045.wav,guqinguzheng,3,361.0935,361.0935,0.0,44100,24000,13
185,185,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_046.wav,guqinguzheng,3,370.89233333333334,370.89233333333334,0.0,44100,24000,13
186,186,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_047.wav,guqinguzheng,3,108.112125,108.112125,0.0,44100,24000,4
187,187,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_048.wav,guqinguzheng,3,220.49670833333334,220.49670833333334,0.0,44100,24000,8
188,188,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_049.wav,guqinguzheng,3,216.61895833333332,216.61895833333332,0.0,44100,24000,8
189,189,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_050.wav,guqinguzheng,3,226.71966666666665,226.71966666666665,0.0,44100,24000,8
190,190,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_051.wav,guqinguzheng,3,144.59066666666666,144.59066666666666,0.0,44100,24000,5
191,191,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_052.wav,guqinguzheng,3,300.0715,300.0,0.0715,44100,24000,10
192,192,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_053.wav,guqinguzheng,3,290.0636666666667,290.0636666666667,0.0,44100,24000,10
193,193,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_054.wav,guqinguzheng,3,273.484625,273.484625,0.0,44100,24000,10
194,194,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_055.wav,guqinguzheng,3,335.319375,335.319375,0.0,44100,24000,12
195,195,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_056.wav,guqinguzheng,3,148.72383333333335,148.72383333333335,0.0,44100,24000,5
196,196,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_057.wav,guqinguzheng,3,266.9830416666667,266.9830416666667,0.0,44100,24000,9
197,197,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_058.wav,guqinguzheng,3,209.722625,209.722625,0.0,44100,24000,7
198,198,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_059.wav,guqinguzheng,3,134.46679166666667,134.46679166666667,0.0,44100,24000,5
199,199,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_060.wav,guqinguzheng,3,330.118125,330.0,0.118125,44100,24000,11
200,200,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_061.wav,guqinguzheng,3,153.99475,153.99475,0.0,44100,24000,6
201,201,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_062.wav,guqinguzheng,3,333.3224583333333,333.3224583333333,0.0,44100,24000,12
202,202,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_063.wav,guqinguzheng,3,219.63754166666666,219.63754166666666,0.0,44100,24000,8
203,203,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_064.wav,guqinguzheng,3,288.32,288.32,0.0,48000,24000,10
204,204,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_065.wav,guqinguzheng,3,231.87445833333334,231.87445833333334,0.0,44100,24000,8
205,205,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_066.wav,guqinguzheng,3,334.2744583333333,334.2744583333333,0.0,44100,24000,12
206,206,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_067.wav,guqinguzheng,3,379.1354166666667,379.1354166666667,0.0,44100,24000,13
207,207,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_068.wav,guqinguzheng,3,312.796,312.796,0.0,44100,24000,11
208,208,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_069.wav,guqinguzheng,3,268.288,268.288,0.0,48000,24000,9
209,209,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_070.wav,guqinguzheng,3,143.63866666666667,143.63866666666667,0.0,44100,24000,5
210,210,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_071.wav,guqinguzheng,3,117.35366666666667,117.35366666666667,0.0,44100,24000,4
211,211,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_072.wav,guqinguzheng,3,135.85995833333334,135.85995833333334,0.0,44100,24000,5
212,212,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_073.wav,guqinguzheng,3,425.48245833333334,425.48245833333334,0.0,44100,24000,15
213,213,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_074.wav,guqinguzheng,3,99.427875,99.427875,0.0,44100,24000,4
214,214,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_075.wav,guqinguzheng,3,253.26004166666667,253.26004166666667,0.0,44100,24000,9
215,215,0,datasets/audios/eastern_data/guqinguzheng/guqinguzheng_076.wav,guqinguzheng,3,628.2390833333334,628.2390833333334,0.0,44100,24000,21
